,Name,Year,Fuel,KMS,Engine,Owners,Transmission,Mileage,Seats,Price,Company
0,Jeep Compass,2019,Diesel,70007,1956,1,Automatic,16.3,5,2405000,Jeep
1,Hyundai i20,2021,Petrol,16670,1197,1,Manual,21.0,5,897000,Hyundai
2,Hyundai Grand,2015,Petrol,62393,1197,2,Automatic,18.9,5,468000,Hyundai
3,Hyundai i10,2014,Petrol,42328,1086,1,Manual,19.81,5,342000,Hyundai
4,Tata Nano,2017,Petrol,12039,624,1,Manual,25.4,4,193000,Tata
5,Hyundai i10,2015,Petrol,48842,1086,1,Manual,19.81,5,339000,Hyundai
6,Maruti Baleno,2016,Diesel,67604,1248,1,Manual,27.39,5,659000,Maruti
7,Maruti Ciaz,2016,Diesel,32272,1248,1,Manual,28.09,5,732000,Maruti
8,Maruti Baleno,2018,Petrol,35152,1197,1,Automatic,21.4,5,761000,Maruti
9,Datsun RediGO,2019,Petrol,20114,999,1,Manual,22.5,5,348000,Datsun
10,Hyundai i20,2017,Petrol,16117,1197,1,Manual,17.19,5,640000,Hyundai
11,Maruti Baleno,2021,Petrol,7533,1197,2,Manual,21.4,5,687000,Maruti
12,Maruti Baleno,2016,Petrol,37273,1197,1,Automatic,19.56,5,665000,Maruti
13,Maruti SX4,2016,Diesel,56846,1248,1,Manual,25.1,5,745000,Maruti
14,Maruti Swift,2014,Petrol,83524,1197,1,Manual,18.6,5,447000,Maruti
15,Maruti Celerio,2015,Petrol,68279,998,2,Automatic,23.1,5,360000,Maruti
16,Hyundai Grand,2017,Petrol,44550,1197,1,Manual,18.9,5,550000,Hyundai
17,Volkswagen Polo,2018,Diesel,40468,1498,1,Manual,20.14,5,700000,Volkswagen
18,Honda Amaze,2013,Petrol,43575,1198,1,Manual,18.0,5,475000,Honda
19,Maruti Swift,2013,Petrol,36800,1197,1,Manual,18.6,5,425000,Maruti
20,Maruti S-Presso,2019,Petrol,1670,998,1,Manual,21.7,5,449000,Maruti
21,Maruti Celerio,2017,Petrol,30133,998,1,Automatic,23.1,5,442000,Maruti
22,Maruti Vitara,2018,Diesel,45444,1248,1,Automatic,24.3,5,985000,Maruti
23,Hyundai i10,2014,Petrol,42328,1086,1,Manual,19.81,5,342000,Hyundai
24,Maruti Baleno,2016,Diesel,67604,1248,1,Manual,27.39,5,659000,Maruti
25,Maruti Alto,2015,Petrol,11427,796,1,Manual,22.74,5,296000,Maruti
26,Renault KWID,2020,Petrol,13581,999,1,Manual,21.74,5,453000,Renault
27,Renault KWID,2020,Petrol,5805,999,1,Automatic,22.0,5,500000,Renault
28,Maruti Alto,2016,Petrol,22710,796,1,Manual,22.74,5,291000,Maruti
29,Maruti Swift,2018,Petrol,44345,1197,1,Manual,21.21,5,723000,Maruti
30,Toyota Yaris,2018,Petrol,55073,1496,1,Automatic,17.8,5,855000,Toyota
31,Maruti Ciaz,2016,Diesel,32272,1248,1,Manual,28.09,5,732000,Maruti
32,Maruti Swift,2014,Petrol,83524,1197,1,Manual,18.6,5,447000,Maruti
33,Maruti Alto,2016,Petrol,24692,998,1,Manual,23.95,5,326000,Maruti
34,Maruti Baleno,2016,Petrol,23825,1197,1,Automatic,21.4,5,694000,Maruti
35,Maruti Baleno,2018,Petrol,35152,1197,1,Automatic,21.4,5,761000,Maruti
36,Skoda Rapid,2021,Petrol,3492,999,1,Manual,18.97,5,1045000,Skoda
37,Hyundai Creta,2017,Petrol,84037,1591,1,Manual,13.0,5,970000,Hyundai
38,Tata Tigor,2021,Petrol,11484,1199,1,Manual,20.3,5,755000,Tata
39,Maruti Alto,2018,Petrol,17058,998,1,Manual,23.95,5,375000,Maruti
40,Maruti SX4,2016,Diesel,56846,1248,1,Manual,25.1,5,745000,Maruti
41,Maruti SX4,2016,Diesel,70068,1248,1,Manual,23.65,5,731000,Maruti
42,Maruti Celerio,2014,Petrol,16775,998,2,Automatic,23.1,5,370000,Maruti
43,Hyundai i20,2021,Petrol,16670,1197,1,Manual,21.0,5,897000,Hyundai
44,Renault KWID,2017,Petrol,18882,999,1,Automatic,24.04,5,401000,Renault
45,Maruti Wagon,2017,Petrol,50353,998,1,Manual,20.51,5,393000,Maruti
46,Hyundai Grand,2019,Petrol,3926,1197,1,Manual,18.9,5,532000,Hyundai
47,Tata Nano,2017,Petrol,12039,624,1,Manual,25.4,4,193000,Tata
48,Maruti Celerio,2015,Petrol,56445,998,1,Automatic,23.1,5,418000,Maruti
49,Maruti Baleno,2018,Petrol,6019,1197,1,Manual,21.01,5,576000,Maruti
50,Maruti Baleno,2018,Petrol,24244,1197,2,Automatic,21.4,5,720000,Maruti
51,Maruti Vitara,2019,Diesel,25493,1248,1,Automatic,24.3,5,879000,Maruti
52,Maruti Baleno,2021,Petrol,7533,1197,2,Manual,21.4,5,687000,Maruti
53,Maruti Swift,2017,Petrol,36461,1197,1,Manual,21.21,5,595000,Maruti
54,Maruti Wagon,2013,Petrol,98226,998,1,Manual,20.51,5,350000,Maruti
55,Honda City,2016,Petrol,20203,1497,1,Manual,17.8,5,790000,Honda
56,Datsun RediGO,2019,Petrol,20114,999,1,Manual,22.5,5,348000,Datsun
57,Hyundai i10,2015,Petrol,48842,1086,1,Manual,19.81,5,339000,Hyundai
58,Hyundai Grand,2017,Petrol,67498,1197,1,Manual,17.0,5,419000,Hyundai
59,Maruti Baleno,2016,Petrol,25979,1197,1,Manual,21.4,5,555000,Maruti
60,Hyundai i10,2013,Petrol,46207,1086,1,Manual,19.81,5,275000,Hyundai
61,Honda Amaze,2013,Diesel,61079,1498,1,Manual,25.8,5,380000,Honda
62,Maruti Baleno,2016,Petrol,78758,1197,1,Manual,21.4,5,482000,Maruti
63,Honda Amaze,2015,Diesel,72933,1498,1,Manual,24.7,5,495000,Honda
65,Maruti Swift,2016,Diesel,101184,1248,2,Manual,28.4,5,560000,Maruti
66,Maruti S-presso,2020,Petrol,17190,998,1,Automatic,21.7,5,550000,Maruti
67,BMW X1,2018,Diesel,46000,1995,2,Automatic,20.68,5,2490000,BMW
68,Hyundai Verna,2018,Diesel,70000,1582,1,Manual,22.0,5,950000,Hyundai
69,Volkswagen Crosspolo,2018,Petrol,10000,1198,1,Manual,16.47,5,650000,Volkswagen
70,Hyundai I20,2015,Petrol,60000,1197,1,Manual,18.6,5,500000,Hyundai
71,Skoda Rapid,2012,Diesel,70000,1598,2,Manual,20.5,5,375000,Skoda
72,Volkswagen Vento,2011,Petrol,63000,1598,2,Manual,15.04,5,300000,Volkswagen
73,Volkswagen Vento,2011,Petrol,57000,1598,1,Automatic,14.4,5,336000,Volkswagen
74,Volkswagen Vento,2011,Petrol,57000,1598,1,Automatic,14.4,5,335000,Volkswagen
75,Skoda Fabia,2011,Petrol,30800,1198,1,Manual,17.5,5,285000,Skoda
76,Honda City,2007,Petrol,65000,1497,1,Manual,16.9,5,190000,Honda
77,Volkswagen Polo,2012,Petrol,48000,1198,2,Manual,16.47,5,276000,Volkswagen
78,Honda City,2010,Petrol,62000,1497,2,Manual,17.0,5,326000,Honda
79,Volkswagen Polo,2012,Petrol,48000,1198,2,Manual,16.47,5,275000,Volkswagen
80,Volkswagen Vento,2011,Petrol,65000,1598,2,Automatic,14.4,5,335000,Volkswagen
81,Volkswagen Jetta,2012,Diesel,72000,1968,1,Manual,19.33,5,475000,Volkswagen
82,Skoda Superb,2012,Petrol,63000,1798,1,Automatic,13.7,5,485000,Skoda
83,Chevrolet Cruze,2011,Diesel,61000,1991,2,Automatic,18.1,4,350000,Chevrolet
84,Volkswagen Polo,2011,Petrol,56000,1198,1,Manual,16.47,5,320000,Volkswagen
85,Skoda Superb,2013,Petrol,32000,1798,2,Automatic,13.7,5,575000,Skoda
86,Maruti Vitara,2019,Diesel,64000,1248,1,Automatic,24.3,5,985000,Maruti
87,Ford Ecosport,2014,Petrol,60470,1499,1,Automatic,16.5,5,550000,Ford
88,Honda Jazz,2016,Petrol,63702,1199,1,Automatic,18.2,5,725000,Honda
89,Ford Ecosport,2014,Diesel,65536,1498,1,Manual,22.7,5,650000,Ford
90,Hyundai I20,2017,Petrol,29870,1197,2,Manual,17.19,5,625000,Hyundai
91,Honda City,2011,Petrol,80000,1497,2,Manual,17.0,5,325000,Honda
92,Nissan Micra,2011,Diesel,76000,1461,2,Manual,23.08,5,240000,Nissan
93,Hyundai I10,2011,Petrol,90000,1197,1,Manual,20.36,5,300000,Hyundai
94,Maruti Ritz,2011,Diesel,86000,1248,2,Manual,23.2,5,285000,Maruti
95,Renault Pulse,2013,Diesel,85000,1461,1,Manual,23.08,5,335000,Renault
96,Honda Jazz,2012,Petrol,75000,1198,1,Manual,16.0,5,335000,Honda
97,Tata Indica,2011,Diesel,68000,1248,1,Manual,18.0,5,265000,Tata
98,Kia Seltos,2019,Diesel,38000,1493,1,Manual,20.8,5,1450000,Kia
99,Maruti Xl6,2019,Petrol,20000,1462,1,Automatic,17.99,6,1075000,Maruti
100,Maruti Vitara,2019,Diesel,70000,1248,1,Manual,24.3,5,995000,Maruti
101,Maruti Ertiga,2017,CNG,71000,1462,1,Manual,26.08,7,795000,Maruti
102,Skoda New,2011,Petrol,79000,1798,2,Manual,13.4,5,275000,Skoda
103,Hyundai I20,2012,Petrol,63000,1197,1,Manual,18.5,5,330000,Hyundai
104,Mahindra Scorpio,2008,Diesel,79000,2179,2,Manual,12.05,7,275000,Mahindra
105,Honda City,2014,Petrol,79000,1497,1,Manual,17.4,5,475000,Honda
106,Maruti Ciaz,2017,Petrol,45000,1373,1,Manual,20.73,5,730000,Maruti
107,Maruti Alto,2020,CNG,11000,796,1,Manual,33.0,5,465000,Maruti
108,Maruti Swift,2018,Petrol,7300,1197,1,Automatic,21.21,5,725000,Maruti
109,Toyota Etios,2013,Petrol,39000,1197,1,Manual,17.71,5,360000,Toyota
110,Hyundai Verna,2011,Petrol,97000,1591,1,Manual,17.1,5,255000,Hyundai
111,Hyundai I10,2010,Petrol,73000,1197,2,Manual,20.36,5,195000,Hyundai
112,Skoda Fabia,2012,Petrol,58000,1198,2,Manual,16.25,5,255000,Skoda
113,Ford Figo,2012,Petrol,57000,1196,1,Manual,15.6,5,255000,Ford
114,Volkswagen Polo,2015,Petrol,44000,1199,2,Manual,16.2,5,395000,Volkswagen
115,Maruti Alto,2013,CNG,117000,796,1,Manual,30.46,5,275000,Maruti
116,Tata Tiago,2016,Petrol,33000,1199,1,Manual,23.84,5,475000,Tata
117,Hyundai I10,2009,Petrol,68000,1086,1,Manual,19.81,5,195000,Hyundai
118,Hyundai I20,2011,Petrol,95000,1197,1,Manual,17.0,5,300000,Hyundai
119,Hyundai I20,2012,Petrol,47000,1197,2,Manual,18.5,5,350000,Hyundai
120,Maruti Swift,2016,Petrol,50810,1197,1,Manual,21.21,5,550000,Maruti
121,Tata Tiago,2019,Petrol,47146,1199,1,Manual,23.84,5,475000,Tata
122,Ford Figo,2019,Petrol,14119,1497,1,Automatic,16.3,5,725000,Ford
123,Volkswagen Polo,2013,Diesel,86000,1199,2,Manual,22.07,5,385000,Volkswagen
125,Volkswagen Vento,2012,Diesel,84000,1598,3,Manual,20.54,5,350000,Volkswagen
127,Maruti Swift,2009,Diesel,84000,1248,2,Manual,17.8,5,225000,Maruti
128,Hyundai Santro,2019,Petrol,7000,1086,1,Automatic,20.3,5,560000,Hyundai
129,Hyundai Grand,2014,Petrol,51000,1197,1,Manual,18.9,5,400000,Hyundai
130,Toyota Etios,2011,Petrol,69000,1197,1,Manual,17.71,5,325000,Toyota
131,Hyundai Creta,2020,Petrol,9000,1497,1,Automatic,16.9,5,1790000,Hyundai
132,Maruti Wagon,2010,Petrol,69000,998,1,Manual,21.79,5,270000,Maruti
133,Mahindra Ssangyong,2014,Diesel,113000,2696,1,Automatic,11.18,7,651000,Mahindra
134,Skoda Superb,2012,Petrol,56000,1798,1,Automatic,13.7,5,449000,Skoda
135,Volkswagen Vento,2011,Petrol,31000,1598,1,Manual,15.8,5,351000,Volkswagen
136,Maruti Ciaz,2016,Petrol,45000,1373,1,Manual,20.73,5,599000,Maruti
137,Volkswagen Vento,2014,Petrol,39000,1598,1,Manual,16.09,5,451000,Volkswagen
138,Maruti Celerio,2017,Petrol,1475,998,1,Manual,21.63,5,531000,Maruti
139,Toyota Innova,2019,Diesel,70463,2393,1,Manual,13.68,7,1950000,Toyota
140,Maruti Ertiga,2016,Diesel,27493,1248,1,Manual,24.52,7,795000,Maruti
141,Maruti Ertiga,2017,Petrol,13000,1373,1,Manual,17.5,7,795000,Maruti
142,Hyundai I20,2009,Petrol,88000,1197,2,Manual,17.0,5,280000,Hyundai
143,Hyundai Accent,2009,Petrol,70000,1495,3,Manual,13.2,5,95000,Hyundai
144,Maruti Wagon,2009,Petrol,80000,998,2,Manual,18.9,5,95000,Maruti
145,Volkswagen Polo,2017,Petrol,80000,1197,2,Automatic,17.21,5,600000,Volkswagen
146,Honda Jazz,2018,Petrol,35913,1199,1,Manual,18.2,5,675000,Honda
147,Chevrolet Aveo,2008,Petrol,40664,1150,1,Manual,14.7,5,110000,Chevrolet
148,Mahindra Xuv500,2015,Diesel,91013,2179,1,Manual,15.1,7,890000,Mahindra
149,Maruti Swift,2012,Diesel,88411,1248,1,Manual,22.9,5,375000,Maruti
150,Maruti Ertiga,2012,Diesel,31913,1248,1,Manual,25.47,7,625000,Maruti
151,Hyundai I20,2013,Diesel,103844,1396,1,Manual,21.27,5,415000,Hyundai
152,Maruti Swift,2014,Petrol,46000,1197,1,Manual,20.85,5,475000,Maruti
153,Maruti Alto,2017,Petrol,19000,796,1,Manual,24.7,5,295000,Maruti
154,Maruti Celerio,2014,Petrol,42400,998,2,Manual,23.1,5,425000,Maruti
155,Honda Wr-v,2017,Diesel,78000,1498,1,Manual,25.5,5,675000,Honda
156,Tata Tiago,2019,Diesel,60000,1047,1,Manual,27.28,5,550000,Tata
157,Renault Kwid,2016,Petrol,66666,799,1,Manual,25.17,5,299000,Renault
158,Volkswagen Polo,2013,Diesel,36300,1199,1,Manual,22.07,5,460000,Volkswagen
159,Maruti Ciaz,2017,Diesel,62200,1248,1,Manual,28.09,5,780000,Maruti
160,Nissan Micra,2014,Petrol,63913,1198,1,Automatic,19.34,5,365000,Nissan
161,Maruti Swift,2016,Petrol,60000,1197,1,Manual,20.85,5,560000,Maruti
162,Maruti Vitara,2016,Diesel,128000,1248,1,Manual,24.3,5,749000,Maruti
163,Toyota Etios,2012,Diesel,72000,1364,1,Manual,23.59,5,330000,Toyota
164,Maruti Alto,2014,CNG,103000,796,1,Manual,30.46,5,279000,Maruti
165,Maruti Omni,2015,Petrol,90000,796,1,Manual,14.0,5,275000,Maruti
166,Hyundai Santro,2010,Petrol,73000,1086,1,Manual,17.92,5,175000,Hyundai
167,Maruti Swift,2015,Petrol,33000,1197,2,Manual,20.85,5,549000,Maruti
168,Maruti Alto,2015,Petrol,54000,796,2,Manual,22.74,5,255000,Maruti
169,Maruti Swift,2016,Diesel,78000,1248,1,Manual,28.4,5,540000,Maruti
170,Tata Nexon,2018,Diesel,72000,1497,1,Manual,21.5,5,855000,Tata
171,Hyundai Grand,2015,Petrol,26913,1197,1,Automatic,18.9,5,545000,Hyundai
172,Hyundai Grand,2016,Petrol,57913,1197,1,Manual,18.9,5,490000,Hyundai
173,Ford Figo,2011,Diesel,98000,1399,2,Manual,20.0,5,200000,Ford
175,Maruti Swift,2018,Petrol,45923,1197,1,Automatic,21.21,5,660000,Maruti
176,Maruti Ritz,2010,Petrol,90000,1197,3,Manual,18.5,5,1900000,Maruti
177,Toyota Innova,2020,Diesel,57000,2393,1,Manual,12.0,8,1925000,Toyota
178,Hyundai Grand,2014,Diesel,89949,1120,1,Manual,24.0,5,550000,Hyundai
179,Maruti Baleno,2020,Petrol,16000,1197,1,Automatic,21.4,5,860000,Maruti
180,Hyundai I10,2010,Petrol,59000,1086,1,Manual,19.81,5,225000,Hyundai
181,Hyundai Elantra,2015,Diesel,44000,1582,1,Manual,22.54,5,820000,Hyundai
182,Maruti Wagon,2016,CNG,55000,998,2,Manual,32.52,5,425000,Maruti
183,Maruti Ritz,2012,Diesel,69000,1248,1,Manual,23.2,5,310000,Maruti
184,Toyota Innova,2015,Diesel,52000,2494,1,Manual,12.99,8,1025000,Toyota
185,Maruti Ertiga,2015,CNG,64000,1373,1,Manual,22.8,7,750000,Maruti
186,Maruti Wagon,2014,Petrol,81000,998,1,Manual,21.79,5,360000,Maruti
187,Maruti Ertiga,2016,CNG,102000,1373,1,Manual,17.5,7,780000,Maruti
188,Maruti Sx4,2007,Petrol,85000,1586,1,Manual,15.0,5,221000,Maruti
189,Hyundai Accent,2010,CNG,90000,1495,3,Manual,13.2,5,2400000,Hyundai
190,Toyota Innova,2012,Diesel,135000,2494,1,Manual,12.8,8,695000,Toyota
191,Maruti Swift,2016,Petrol,47065,1197,2,Manual,22.0,5,500000,Maruti
192,Honda Jazz,2016,Petrol,49193,1199,1,Manual,18.2,5,575000,Honda
193,Chevrolet Spark,2009,Petrol,106249,995,2,Manual,18.0,5,100000,Chevrolet
194,Hyundai I20,2013,Petrol,49000,1197,1,Manual,18.5,5,425000,Hyundai
197,Hyundai I20,2011,Diesel,143700,1396,3,Manual,23.0,5,280000,Hyundai
198,Hyundai Verna,2017,Diesel,76365,1582,2,Manual,23.9,5,700000,Hyundai
199,Chevrolet Cruze,2014,Diesel,53000,1998,1,Automatic,14.81,5,599000,Chevrolet
200,Maruti Wagon,2020,Petrol,8261,1197,1,Manual,20.52,5,625000,Maruti
201,Honda Jazz,2016,Petrol,51400,1199,1,Automatic,19.0,5,635000,Honda
202,Audi A6,2015,Diesel,64000,1968,2,Automatic,18.53,5,2100000,Audi
203,Volkswagen Polo,2016,Petrol,35166,1197,3,Automatic,17.21,5,645000,Volkswagen
204,Kia Seltos,2020,Diesel,27675,1493,1,Automatic,17.8,5,1500000,Kia
205,Hyundai Santa,2012,Diesel,126000,2199,2,Automatic,11.72,7,775000,Hyundai
207,BMW 3,2018,Diesel,14000,1995,1,Automatic,22.69,5,3175000,BMW
208,Hyundai Creta,2018,Petrol,11500,1591,1,Automatic,14.8,5,1400000,Hyundai
209,Mercedes-Benz New,2011,Diesel,75000,2143,2,Automatic,19.71,5,1190000,Mercedes-Benz
210,Mercedes-Benz S-class,2011,Petrol,72000,5461,1,Automatic,7.81,5,1875000,Mercedes-Benz
211,Maruti Grand,2008,Petrol,76002,1995,2,Automatic,9.7,5,425000,Maruti
212,Audi Q7,2013,Diesel,120000,2967,1,Automatic,12.07,7,2200000,Audi
213,Toyota Camry,2015,LPG,55000,2494,1,Automatic,19.16,5,1790000,Toyota
214,Volvo Xc60,2012,Diesel,86001,1985,2,Automatic,14.7,5,1750000,Volvo
217,Toyota Corolla,2017,Petrol,32600,1798,1,Automatic,14.28,5,1349000,Toyota
218,Kia Seltos,2020,Petrol,16400,1497,1,Automatic,16.8,5,1400000,Kia
219,Hyundai Elantra,2019,Petrol,8800,1999,1,Automatic,14.62,5,1499000,Hyundai
220,Honda Jazz,2015,Diesel,120000,1498,1,Manual,27.3,5,550000,Honda
221,Renault Kwid,2019,Petrol,21775,999,1,Manual,23.01,5,425000,Renault
222,Tata Nano,2011,Petrol,3008,624,1,Manual,26.0,4,99000,Tata
223,Tata Tiago,2018,Petrol,18633,1199,2,Manual,23.84,5,425000,Tata
224,Audi A6,2013,Diesel,30000,1968,2,Automatic,17.68,5,1499000,Audi
225,Maruti Ciaz,2015,Petrol,70000,1373,1,Manual,20.73,5,599000,Maruti
226,Chevrolet Spark,2013,Petrol,27200,995,2,Manual,16.2,5,165000,Chevrolet
227,Maruti Alto,2019,Petrol,34600,998,1,Automatic,23.95,5,465000,Maruti
228,Hyundai Verna,2014,Petrol,78000,1591,1,Manual,17.1,5,591000,Hyundai
229,Mahindra Bolero,2011,Diesel,115300,2523,2,Manual,13.6,7,380000,Mahindra
230,Maruti Alto,2010,Petrol,72700,796,2,Manual,19.7,5,175000,Maruti
231,Skoda Rapid,2012,Diesel,41800,1598,1,Manual,20.5,5,465000,Skoda
232,Honda City,2011,Petrol,111000,1497,1,Manual,17.0,5,375000,Honda
234,Maruti Swift,2019,Diesel,59000,1248,1,Automatic,28.4,5,850000,Maruti
235,Honda City,2011,Petrol,78000,1497,1,Automatic,16.8,5,395000,Honda
236,Hyundai I20,2011,Petrol,58000,1197,1,Manual,18.5,5,310000,Hyundai
237,Volkswagen Polo,2017,Petrol,89000,1197,1,Automatic,17.21,5,660000,Volkswagen
238,Maruti Celerio,2014,Petrol,75000,998,1,Manual,21.63,5,435000,Maruti
239,Honda Civic,2012,Petrol,85000,1799,1,Automatic,13.1,5,395000,Honda
240,Toyota Innova,2016,Diesel,40000,2755,2,Automatic,11.36,7,1685000,Toyota
241,Maruti Wagon,2012,Petrol,27061,998,2,Manual,20.51,5,300000,Maruti
242,Maruti Ertiga,2019,Diesel,8723,1248,1,Manual,24.52,7,1221000,Maruti
243,Volkswagen Vento,2018,Petrol,33793,1197,1,Automatic,18.19,5,995000,Volkswagen
244,Fiat Linea,2010,Diesel,166755,1248,1,Manual,20.4,5,250000,Fiat
245,Hyundai Grand,2014,Petrol,65000,1197,1,Automatic,18.9,5,435000,Hyundai
246,Hyundai Santro,2020,Petrol,14611,1086,1,Manual,20.3,5,600000,Hyundai
247,Hyundai Santro,2010,Petrol,106173,1086,3,Manual,17.92,5,170000,Hyundai
248,Honda Amaze,2018,Petrol,19250,1198,1,Manual,17.8,5,650000,Honda
249,Maruti Swift,2015,Petrol,17265,1197,1,Manual,18.6,5,530000,Maruti
250,Tata Tiago,2016,Petrol,33000,1199,1,Manual,23.84,5,475000,Tata
251,Skoda New,2011,Diesel,85000,1896,1,Manual,17.0,5,375000,Skoda
252,Volkswagen Polo,2013,Diesel,78000,1199,2,Manual,22.07,5,385000,Volkswagen
253,Maruti Wagon,2020,Petrol,39744,1197,1,Manual,20.52,5,580000,Maruti
254,BMW 5,2011,Diesel,74000,2993,1,Automatic,16.2,5,1450000,BMW
255,Ford Ecosport,2015,Petrol,72000,999,2,Manual,18.88,5,499000,Ford
256,Ford Ecosport,2015,Petrol,61000,999,2,Manual,18.88,5,525000,Ford
257,Hyundai Santro,2007,Petrol,80000,1086,2,Manual,17.0,5,155000,Hyundai
258,Skoda Superb,2013,Petrol,84000,1798,2,Automatic,13.7,5,575000,Skoda
259,Maruti Eeco,2016,CNG,84000,1196,1,Manual,21.94,5,395000,Maruti
260,Maruti Swift,2012,Petrol,38500,1197,1,Manual,18.6,5,395000,Maruti
261,Hyundai I10,2013,Petrol,43000,1197,2,Automatic,16.95,5,325000,Hyundai
262,Audi Q3,2014,Diesel,26000,1968,2,Automatic,15.73,5,1775000,Audi
263,Toyota Etios,2011,Petrol,81000,1197,1,Manual,18.3,5,345000,Toyota
264,Hyundai I20,2018,Petrol,24500,1197,1,Manual,17.19,5,721000,Hyundai
265,Maruti Swift,2015,Diesel,138000,1248,1,Manual,22.9,5,550000,Maruti
267,Ford Endeavour,2019,Diesel,53000,3198,2,Automatic,14.2,7,3100000,Ford
268,Hyundai Santa,2016,Diesel,95000,2199,1,Manual,14.74,7,1200000,Hyundai
269,Jeep Compass,2018,Petrol,19000,1368,1,Automatic,16.0,5,1725000,Jeep
270,Maruti Vitara,2017,Diesel,19500,1248,1,Manual,24.3,5,840000,Maruti
271,Toyota Corolla,2013,Diesel,51000,1364,1,Manual,21.43,5,550000,Toyota
272,Maruti Swift,2020,Petrol,4400,1197,1,Manual,22.0,5,660000,Maruti
273,Maruti Swift,2018,Diesel,40000,1248,1,Automatic,28.4,5,780000,Maruti
274,Volkswagen Polo,2015,Petrol,79610,1197,1,Automatic,17.2,5,580000,Volkswagen
276,Volkswagen Vento,2014,Petrol,66000,1197,2,Automatic,16.93,5,485000,Volkswagen
277,Honda City,2011,Petrol,78000,1497,2,Manual,17.0,5,365000,Honda
278,Tata Manza,2011,Petrol,69000,1368,1,Manual,13.7,5,225000,Tata
279,Honda Amaze,2018,Petrol,20000,1199,1,Automatic,18.3,5,710000,Honda
280,Toyota Corolla,2010,Petrol,84000,1794,2,Automatic,14.53,5,395000,Toyota
281,Hyundai I10,2011,Petrol,47666,1086,1,Manual,19.81,5,265000,Hyundai
282,BMW X3,2011,Diesel,77000,1995,1,Automatic,16.09,5,1245000,BMW
283,Mahindra Thar,2021,Diesel,14000,2184,1,Automatic,13.1,4,1850000,Mahindra
284,Toyota Innova,2008,Diesel,48000,2494,2,Manual,12.8,8,425000,Toyota
285,Toyota Fortuner,2018,Diesel,38000,2755,1,Manual,14.24,7,2975000,Toyota
286,Toyota Fortuner,2012,Diesel,58000,2982,2,Manual,13.0,7,1375000,Toyota
287,Toyota Urban,2021,Petrol,8000,1462,1,Automatic,18.76,5,1025000,Toyota
288,Hyundai Elantra,2017,Petrol,65000,1999,1,Automatic,14.62,5,1075000,Hyundai
290,Skoda Superb,2015,Petrol,68000,1798,3,Automatic,13.7,5,625000,Skoda
291,Hyundai Creta,2017,Petrol,56000,1591,1,Manual,13.0,5,935000,Hyundai
292,Hyundai Eon,2012,Petrol,21000,814,1,Manual,21.1,5,240000,Hyundai
293,Isuzu D-max,2019,Diesel,33000,2499,2,Manual,12.4,5,1800000,Isuzu
294,Maruti Vitara,2018,Diesel,48500,1248,1,Manual,24.3,5,895000,Maruti
295,Mercedes-Benz C-class,2013,Diesel,89000,2143,1,Automatic,19.27,5,1275000,Mercedes-Benz
296,Hyundai Creta,2017,Petrol,17000,1591,1,Automatic,13.0,5,1195000,Hyundai
297,Toyota Innova,2020,Diesel,22000,2393,1,Automatic,13.68,7,2695000,Toyota
298,Mahindra Xuv500,2017,Diesel,24000,2179,1,Manual,16.0,7,1275000,Mahindra
299,Honda Brio,2016,Petrol,22000,1198,1,Automatic,16.5,5,550000,Honda
300,Toyota Innova,2017,Diesel,112000,2393,1,Manual,13.68,8,1849000,Toyota
301,Maruti Alto,2017,Petrol,51000,796,1,Manual,24.7,5,325000,Maruti
302,Honda City,2014,Petrol,65563,1497,1,Automatic,18.0,5,621000,Honda
304,Honda Wr-v,2017,Petrol,25000,1199,1,Manual,17.5,5,725000,Honda
305,Maruti Celerio,2016,Petrol,36835,998,1,Automatic,23.1,5,475000,Maruti
306,Hyundai I20,2016,Petrol,42697,1197,1,Manual,18.6,5,615000,Hyundai
307,BMW 7,2012,Diesel,84000,2993,1,Automatic,14.49,5,1650000,BMW
308,Hyundai I20,2014,Petrol,72452,1197,1,Manual,18.6,5,445000,Hyundai
309,Hyundai I20,2013,Petrol,18452,1197,1,Manual,18.5,5,415000,Hyundai
310,Tata Tigor,2018,Petrol,26731,1199,1,Manual,20.3,5,515000,Tata
311,Volkswagen Polo,2016,Petrol,42000,1199,2,Manual,16.2,5,495000,Volkswagen
312,Maruti Baleno,2016,Petrol,32200,1197,1,Manual,21.4,5,650000,Maruti
313,Maruti A-star,2013,Petrol,24000,998,2,Automatic,16.98,5,320000,Maruti
314,Hyundai I10,2012,Petrol,46000,1197,2,Automatic,16.95,5,295000,Hyundai
315,Chevrolet Beat,2013,Diesel,49500,936,1,Manual,25.44,5,250000,Chevrolet
316,Hyundai Grand,2014,Petrol,87500,1197,1,Automatic,18.9,5,470000,Hyundai
317,Datsun Go,2017,Petrol,28240,1198,1,Manual,19.44,7,385000,Datsun
318,Honda Wr-v,2019,Diesel,19999,1498,1,Manual,25.5,5,1050000,Honda
319,Hyundai Verna,2018,Diesel,108949,1582,1,Manual,22.0,5,945000,Hyundai
320,Datsun Redigo,2016,Petrol,54800,799,1,Manual,22.7,5,295000,Datsun
321,Mahindra Scorpio,2012,Diesel,120000,2179,3,Manual,12.05,7,475000,Mahindra
322,Maruti Alto,2009,Petrol,57000,796,1,Manual,19.7,5,145000,Maruti
