,Name,Year,Fuel,KMS,Engine,Owners,Transmission,Mileage,Seats,Price,Company
1215,Maruti Wagon,2019,Petrol,7883,1197,1,Automatic,21.5,5,550000,Maruti
1216,Maruti Swift,2013,Diesel,50205,1248,1,Manual,23.4,5,390000,Maruti
1217,Mahindra Bolero,2008,Diesel,220000,2523,1,Manual,13.6,7,260000,Mahindra
1218,Tata Tigor,2017,Diesel,58000,1047,1,Manual,24.7,5,395000,Tata
1219,Mahindra Scorpio,2012,Diesel,170000,2179,1,Manual,12.05,8,550000,Mahindra
1220,Maruti Swift,2018,Petrol,15000,1197,1,Manual,22.0,5,650000,Maruti
1221,Maruti Swift,2016,Diesel,71245,1248,1,Manual,28.4,5,375000,Maruti
1222,Tata Manza,2012,Diesel,20000,1248,1,Manual,21.12,5,300000,Tata
1223,Toyota Etios,2016,Petrol,52000,1496,1,Manual,16.78,5,450000,Toyota
1224,Honda Brio,2015,Petrol,61000,1198,1,Manual,19.4,5,335000,Honda
1225,Kia Seltos,2019,Petrol,7000,1353,1,Manual,16.1,5,1300000,Kia
1226,Maruti Alto,2018,Petrol,20000,998,1,Manual,23.95,5,360000,Maruti
1227,Maruti Celerio,2020,Petrol,8700,998,1,Manual,21.63,5,505000,Maruti
1228,Maruti Alto,2019,Petrol,25000,796,1,Manual,24.7,5,310000,Maruti
1229,Hyundai i20,2015,Petrol,42000,1197,1,Manual,18.6,5,545000,Hyundai
1230,Mahindra Xylo,2009,Diesel,120000,2498,1,Manual,14.0,7,300000,Mahindra
1231,Chevrolet Aveo,2009,Petrol,60000,1399,1,Manual,14.4,5,200000,Chevrolet
1233,Maruti Baleno,2018,Petrol,50000,1197,1,Manual,21.4,5,580000,Maruti
1234,Maruti Wagon,2011,Petrol,58000,998,1,Manual,18.9,5,250000,Maruti
1235,Hyundai Verna,2017,Petrol,36000,1396,1,Manual,17.43,5,650000,Hyundai
1236,Maruti SX4,2016,Diesel,80000,1248,1,Manual,23.65,5,800000,Maruti
1237,Audi Q3,2013,Diesel,71000,1968,1,Automatic,15.73,5,1475000,Audi
1238,Maruti Ertiga,2018,Diesel,30000,1248,1,Manual,25.47,7,410000,Maruti
1239,Ford Ecosport,2015,Diesel,162828,1498,1,Manual,22.77,5,531000,Ford
1240,Ford Ecosport,2018,Diesel,7500,1498,1,Manual,23.0,5,890000,Ford
1241,Tata Safari,2016,Diesel,47227,2179,1,Manual,14.0,7,775000,Tata
1242,Maruti Wagon,2018,CNG,52000,998,1,Manual,33.54,5,435000,Maruti
1243,Ford Figo,2012,Diesel,74000,1399,1,Manual,20.0,5,185000,Ford
1244,Mahindra Bolero,2011,Diesel,47000,2523,1,Manual,15.96,7,440000,Mahindra
1245,Hyundai i20,2015,Petrol,50000,1197,1,Manual,18.6,5,450000,Hyundai
1246,Maruti Baleno,2017,Petrol,100000,1197,1,Manual,21.4,5,600000,Maruti
1247,Maruti Celerio,2014,Petrol,35000,998,1,Manual,23.1,5,320000,Maruti
1248,Hyundai i20,2016,Diesel,50000,1396,1,Manual,21.19,5,700000,Hyundai
1249,Ford Aspire,2018,Petrol,10000,1196,1,Manual,18.16,5,630000,Ford
1250,Maruti Alto,2016,Petrol,10370,796,1,Manual,22.74,5,320000,Maruti
1251,Honda City,2013,Petrol,62000,1497,1,Manual,16.8,5,465000,Honda
1252,Tata Manza,2011,Diesel,70000,1248,1,Manual,21.12,5,275000,Tata
1253,Nissan Sunny,2013,Diesel,250000,1461,1,Manual,21.64,5,370000,Nissan
1254,Hyundai i20,2016,Petrol,40000,1197,1,Manual,18.6,5,550000,Hyundai
1255,Maruti Swift,2017,Petrol,60000,1197,1,Manual,22.0,5,445000,Maruti
1256,Tata Safari,2013,Diesel,67231,2179,1,Manual,14.0,7,705000,Tata
1257,Maruti Wagon,2013,CNG,64000,998,1,Manual,33.54,5,270000,Maruti
1258,Nissan Micra,2012,Diesel,142587,1461,1,Manual,23.08,5,420000,Nissan
1259,Honda City,2014,Diesel,63000,1498,1,Manual,26.0,5,475000,Honda
1260,Toyota Fortuner,2015,Diesel,80000,2982,1,Manual,12.55,7,1755000,Toyota
1261,Honda City,2011,Petrol,55000,1497,1,Manual,16.9,5,350000,Honda
1262,Hyundai i20,2016,Petrol,11000,1197,1,Manual,18.6,5,575000,Hyundai
1263,Toyota Etios,2016,Diesel,66000,1364,1,Manual,23.59,5,466000,Toyota
1264,Renault KWID,2017,Petrol,17000,999,1,Manual,23.01,5,360000,Renault
1265,Maruti Alto,2017,Petrol,25000,796,1,Manual,24.7,5,275000,Maruti
1266,Datsun GO,2016,Petrol,33350,1198,1,Manual,19.44,7,320000,Datsun
1268,Hyundai Grand,2015,Petrol,62000,1197,1,Manual,18.9,5,370000,Hyundai
1269,Honda Brio,2013,Petrol,30000,1198,1,Manual,19.4,5,250000,Honda
1270,Maruti Swift,2009,Petrol,59000,1298,1,Manual,17.5,5,275000,Maruti
1271,Mercedes-Benz GLA,2015,Petrol,20000,1991,1,Automatic,12.33,5,1950000,Mercedes-Benz
1272,Honda City,2014,Petrol,86113,1497,1,Manual,17.4,5,550000,Honda
1273,Toyota Corolla,2016,Diesel,45000,1364,1,Manual,21.43,5,1325000,Toyota
1274,Maruti Swift,2018,Diesel,10000,1248,1,Manual,28.4,5,750000,Maruti
1275,Nissan Micra,2011,Petrol,70000,1198,1,Manual,18.06,5,290000,Nissan
1276,Maruti Wagon,2015,Petrol,92537,998,1,Manual,20.51,5,272000,Maruti
1277,Maruti Ciaz,2019,Diesel,27645,1248,1,Manual,28.09,5,951000,Maruti
1278,Maruti Alto,2013,Petrol,46242,998,1,Manual,20.92,5,280000,Maruti
1279,Honda City,2013,Petrol,70000,1497,1,Manual,16.8,5,545000,Honda
1280,Renault KWID,2020,Petrol,6000,799,1,Manual,22.3,5,450000,Renault
1281,Hyundai i20,2017,Petrol,64000,1197,1,Manual,18.6,5,480000,Hyundai
1282,Mahindra Scorpio,2017,Diesel,93000,1997,1,Manual,15.4,7,1060000,Mahindra
1283,Maruti Alto,2013,Petrol,26200,796,1,Manual,22.74,5,235000,Maruti
1284,Maruti Baleno,2017,Petrol,25000,1197,1,Manual,21.4,5,590000,Maruti
1285,Mahindra TUV,2017,Diesel,80000,1493,1,Manual,18.49,7,750000,Mahindra
1287,Mahindra TUV,2016,Diesel,70000,1493,1,Manual,18.49,7,450000,Mahindra
1288,Toyota Fortuner,2018,Diesel,50000,2755,1,Automatic,12.9,7,2950000,Toyota
1289,Hyundai Santro,2008,Petrol,80000,1086,1,Manual,17.92,5,110000,Hyundai
1290,Mahindra Scorpio,2007,Diesel,110000,2179,1,Manual,13.5,5,280000,Mahindra
1291,Audi A4,2016,Petrol,55000,1395,1,Automatic,17.84,5,1851000,Audi
1292,Honda City,2018,Petrol,25000,1497,1,Manual,17.4,5,750000,Honda
1293,Hyundai Grand,2015,Petrol,36000,1197,1,Manual,18.9,5,400000,Hyundai
1294,Maruti Swift,2015,Diesel,40000,1248,1,Manual,26.59,5,530000,Maruti
1295,Mahindra Thar,2018,Diesel,25000,2498,1,Manual,16.55,6,870000,Mahindra
1296,Renault KWID,2018,Petrol,30038,799,1,Manual,25.17,5,295000,Renault
1297,Tata Tiago,2017,Diesel,53000,1047,1,Manual,27.28,5,370000,Tata
1298,Maruti Swift,2018,Petrol,5000,1197,1,Manual,21.21,5,530000,Maruti
1299,Hyundai Xcent,2014,Diesel,41217,1120,1,Manual,24.4,5,600000,Hyundai
1300,Renault KWID,2017,Petrol,35000,999,1,Automatic,24.04,5,350000,Renault
1301,Ford Ecosport,2013,Diesel,62000,1498,1,Manual,22.7,5,470000,Ford
1302,Ford Aspire,2015,Diesel,42000,1498,1,Manual,25.83,5,390000,Ford
1304,Mahindra Scorpio,2015,Diesel,80000,2179,1,Manual,15.4,7,920000,Mahindra
1305,Mahindra XUV500,2013,Diesel,60000,2179,1,Manual,15.1,7,550000,Mahindra
1306,Hyundai Verna,2014,Diesel,45000,1582,1,Manual,22.32,5,635000,Hyundai
1307,Mahindra XUV500,2017,Diesel,50000,2179,1,Automatic,16.0,7,1250000,Mahindra
1308,Maruti Alto,2018,Petrol,12000,796,1,Manual,24.7,5,300000,Maruti
1309,Honda City,2018,Petrol,12000,1497,1,Automatic,18.0,5,960000,Honda
1310,Maruti Vitara,2018,Diesel,15000,1248,1,Manual,24.3,5,750000,Maruti
1311,Volkswagen Polo,2011,Petrol,63000,1198,1,Manual,16.47,5,249000,Volkswagen
1312,Tata Hexa,2018,Diesel,30000,2179,1,Manual,17.6,7,1400000,Tata
1313,Ford Figo,2011,Diesel,160800,1399,1,Manual,20.0,5,250000,Ford
1314,Hyundai Verna,2014,Diesel,120000,1582,1,Manual,22.32,5,610000,Hyundai
1315,Maruti Zen,2010,Petrol,62821,998,1,Manual,18.2,5,165000,Maruti
1316,Ford Ecosport,2016,Diesel,78247,1498,1,Manual,21.7,5,545000,Ford
1317,Hyundai Verna,2013,Diesel,113000,1582,1,Manual,22.32,5,480000,Hyundai
1318,Hyundai i20,2014,Petrol,52000,1197,1,Manual,18.6,5,395000,Hyundai
1319,Toyota Innova,2012,Diesel,109000,2494,1,Manual,12.99,7,495000,Toyota
1320,Ford Figo,2017,Diesel,15000,1498,1,Manual,0.0,5,550000,Ford
1321,Hyundai Grand,2017,Petrol,90000,1197,1,Manual,18.9,5,470000,Hyundai
1322,Tata Indica,2011,Petrol,35000,1193,1,Manual,16.84,5,200000,Tata
1323,Skoda Laura,2010,Diesel,90000,1896,1,Manual,17.0,5,280000,Skoda
1324,Chevrolet Aveo,2008,Petrol,62001,1399,1,Manual,14.4,5,149000,Chevrolet
1325,Volkswagen Polo,2011,Diesel,98000,1199,1,Manual,22.07,5,200000,Volkswagen
1326,Hyundai i20,2016,Diesel,20000,1396,1,Manual,21.19,5,699000,Hyundai
1327,Toyota Corolla,2010,Petrol,57000,1798,1,Manual,14.28,5,315000,Toyota
1328,Maruti Wagon,2014,Petrol,21717,998,1,Manual,20.51,5,340000,Maruti
1329,Renault Duster,2014,Diesel,40000,1461,1,Manual,20.45,5,500000,Renault
1330,Honda City,2017,Petrol,50000,1497,1,Manual,17.14,5,1050000,Honda
1331,Renault Duster,2016,Diesel,90000,1461,1,Manual,19.6,5,600000,Renault
1332,Fiat Avventura,2017,Diesel,90000,1248,1,Manual,20.5,5,478000,Fiat
1333,Maruti Swift,2017,Petrol,27876,1197,1,Manual,20.4,5,491000,Maruti
1334,Land Rover,2016,Petrol,56000,1999,1,Automatic,12.63,5,2890000,Land
1335,Hyundai i10,2008,Petrol,57215,1197,1,Manual,20.36,5,160000,Hyundai
1336,Hyundai Venue,2019,Petrol,5400,998,1,Manual,18.27,5,985000,Hyundai
1337,Maruti Swift,2014,Diesel,60000,1248,1,Manual,23.4,5,500000,Maruti
1338,Tata Tiago,2017,Petrol,24800,1199,1,Manual,23.84,5,335000,Tata
1340,Honda BRV,2016,Diesel,59450,1498,1,Manual,21.9,7,950000,Honda
1341,Honda Jazz,2018,Petrol,20000,1199,1,Automatic,17.1,5,740000,Honda
1342,Tata Indica,2010,Diesel,90000,1405,1,Manual,17.0,5,200000,Tata
1343,Maruti Swift,2013,Petrol,34553,1197,1,Manual,22.0,5,375000,Maruti
1344,Maruti Vitara,2018,Diesel,40000,1248,1,Manual,24.3,5,810000,Maruti
1345,Volkswagen Polo,2010,Petrol,350000,1198,1,Manual,16.47,5,173000,Volkswagen
1346,Maruti Vitara,2017,Diesel,50000,1248,1,Manual,24.3,5,700000,Maruti
1347,Mahindra KUV,2016,Diesel,70000,1198,1,Manual,25.32,6,310000,Mahindra
1348,Mahindra Scorpio,2017,Diesel,120000,1997,1,Manual,15.4,7,850000,Mahindra
1349,Hyundai i20,2013,Diesel,90000,1396,1,Manual,22.54,5,285000,Hyundai
1350,Maruti Swift,2014,Diesel,120000,1248,1,Manual,23.4,5,450000,Maruti
1351,Hyundai Creta,2017,Diesel,80000,1582,1,Manual,19.67,5,1100000,Hyundai
1352,Mahindra Xylo,2011,Diesel,155000,2498,1,Manual,14.0,7,350000,Mahindra
1353,Mahindra Scorpio,2017,Diesel,30000,1997,1,Manual,15.4,7,1080000,Mahindra
1354,Honda City,2014,Diesel,66100,1498,1,Manual,26.0,5,530000,Honda
1355,Maruti Swift,2017,Diesel,50000,1248,1,Manual,28.4,5,680000,Maruti
1356,Mahindra Scorpio,2017,Diesel,42000,1997,1,Manual,15.4,7,1025000,Mahindra
1357,Hyundai i20,2017,Petrol,55000,1197,1,Manual,18.6,5,650000,Hyundai
1358,Hyundai i10,2012,Petrol,110699,1197,1,Manual,20.36,5,194000,Hyundai
1359,Maruti Baleno,2019,Petrol,5000,1197,1,Automatic,21.4,5,686000,Maruti
1360,Maruti Alto,2016,Petrol,50000,796,1,Manual,22.74,5,200000,Maruti
1361,Maruti Swift,2010,Petrol,44000,1197,1,Manual,19.1,5,250000,Maruti
1362,Maruti Vitara,2018,Diesel,90000,1248,1,Manual,24.3,5,730000,Maruti
1363,Hyundai Verna,2016,Petrol,55000,1591,1,Manual,17.01,5,650000,Hyundai
1364,Maruti Vitara,2017,Diesel,45000,1248,1,Manual,24.3,5,790000,Maruti
1365,Maruti Baleno,2017,Petrol,30000,1197,1,Manual,21.4,5,620000,Maruti
1366,Hyundai Verna,2013,Petrol,50000,1591,1,Manual,17.01,5,510000,Hyundai
1368,Maruti Eeco,2013,Petrol,20000,1196,1,Manual,15.37,5,375000,Maruti
1369,Nissan Terrano,2015,Diesel,69000,1461,1,Manual,19.01,5,525000,Nissan
1370,Maruti Swift,2017,Petrol,19843,1197,1,Automatic,21.21,5,620000,Maruti
1371,Tata Indigo,2014,Diesel,20000,1405,1,Manual,19.09,5,270000,Tata
1372,Ford Endeavour,2011,Diesel,30000,2953,1,Automatic,11.4,7,950000,Ford
1373,Toyota Innova,2017,Diesel,52300,2393,1,Manual,13.68,7,1450000,Toyota
1374,Honda City,2016,Petrol,40000,1497,1,Automatic,18.0,5,845000,Honda
1375,Maruti Swift,2014,Diesel,61500,1248,1,Manual,23.4,5,390000,Maruti
1376,Honda Amaze,2015,Petrol,59000,1198,1,Manual,18.0,5,395000,Honda
1377,Hyundai Grand,2018,Petrol,40000,1197,1,Manual,18.9,5,450000,Hyundai
1378,Audi A6,2013,Diesel,60000,1968,1,Automatic,17.68,5,1700000,Audi
1379,Hyundai Grand,2013,Petrol,61000,1197,1,Manual,18.9,5,325000,Hyundai
1380,Mahindra KUV,2016,Diesel,70000,1198,1,Manual,25.32,6,350000,Mahindra
1381,Mahindra XUV500,2013,Diesel,63000,2179,1,Manual,15.1,7,650000,Mahindra
1382,Mercedes-Benz E-Class,2012,Petrol,58000,1796,1,Manual,12.3,5,1250000,Mercedes-Benz
1383,Maruti Zen,2013,Petrol,40000,998,1,Manual,19.0,5,220000,Maruti
1384,Mahindra Quanto,2015,Diesel,49000,1493,1,Manual,17.21,7,350000,Mahindra
1385,Maruti Swift,2017,Diesel,22000,1248,1,Manual,28.4,5,750000,Maruti
1386,Honda City,2010,Petrol,57977,1497,1,Manual,17.0,5,299000,Honda
1387,Hyundai Xcent,2016,Diesel,70000,1120,1,Manual,24.4,5,378000,Hyundai
1389,Mini Cooper,2012,Petrol,67000,1998,1,Automatic,17.33,4,1325000,Mini
1390,Maruti Ertiga,2014,Diesel,48242,1248,1,Manual,20.77,7,524000,Maruti
1391,Ford Figo,2012,Diesel,68000,1399,1,Manual,20.0,5,169000,Ford
1392,Maruti Ertiga,2014,Diesel,40000,1248,1,Manual,20.77,7,500000,Maruti
1393,Audi Q7,2012,Diesel,98000,2967,1,Automatic,12.07,7,2000000,Audi
1394,Maruti Swift,2013,Diesel,113450,1248,1,Manual,23.4,5,380000,Maruti
1395,Maruti Wagon,2018,Petrol,80000,998,1,Automatic,20.51,5,400000,Maruti
1396,Hyundai Santro,2020,Petrol,1000,1086,1,Automatic,20.3,5,565000,Hyundai
1397,Maruti Wagon,2015,Petrol,20292,998,1,Manual,20.51,5,335000,Maruti
1398,Mahindra Scorpio,2010,Diesel,67900,2179,1,Manual,12.05,7,300000,Mahindra
1399,Chevrolet Beat,2012,Diesel,70000,936,1,Manual,25.44,5,200000,Chevrolet
1400,Mahindra Scorpio,2015,Diesel,40000,1997,1,Manual,15.4,7,1051000,Mahindra
1401,Hyundai Grand,2017,Diesel,60000,1186,1,Manual,24.0,5,510000,Hyundai
1402,Renault KWID,2018,Petrol,25000,999,1,Automatic,24.04,5,370000,Renault
1404,Maruti Baleno,2018,Diesel,21000,1248,1,Manual,27.39,5,625000,Maruti
1405,Mahindra Scorpio,2018,Diesel,39000,2179,1,Manual,16.36,7,1290000,Mahindra
1406,Hyundai Creta,2017,Petrol,30000,1591,1,Manual,15.8,5,890000,Hyundai
1407,Hyundai Verna,2012,Diesel,61000,1582,1,Manual,22.32,5,420000,Hyundai
1408,Maruti Swift,2017,Petrol,5743,1197,1,Manual,20.4,5,500000,Maruti
1409,Nissan Terrano,2017,Diesel,44000,1461,1,Manual,20.45,5,750000,Nissan
1410,Hyundai Grand,2018,Petrol,24200,1197,1,Manual,18.9,5,600000,Hyundai
1411,Maruti Baleno,2017,Diesel,57000,1248,1,Manual,27.39,5,590000,Maruti
1412,Hyundai i10,2011,Petrol,58000,1197,1,Manual,20.36,5,190000,Hyundai
1413,Datsun GO,2017,Petrol,15000,1198,1,Manual,19.44,7,500000,Datsun
1414,Maruti Celerio,2017,Petrol,10000,998,1,Manual,23.1,5,450000,Maruti
1415,Mahindra NuvoSport,2016,Diesel,70000,1493,1,Manual,17.45,7,550000,Mahindra
1416,Chevrolet Beat,2011,Petrol,65000,1199,1,Manual,18.6,5,170000,Chevrolet
1417,Mahindra XUV500,2015,Diesel,100000,2179,1,Manual,15.1,7,650000,Mahindra
1419,Maruti Wagon,2020,Petrol,10000,1197,1,Manual,20.52,5,500000,Maruti
1420,Hyundai Xcent,2015,Petrol,10000,1197,1,Automatic,16.9,5,500000,Hyundai
1421,Maruti Alto,2009,Petrol,43000,796,1,Manual,19.7,5,140000,Maruti
1422,Honda Amaze,2013,CNG,64000,1198,1,Manual,18.0,5,349000,Honda
1423,Maruti Wagon,2014,Petrol,30000,998,1,Manual,20.51,5,325000,Maruti
1424,Honda City,2014,Petrol,63000,1497,1,Manual,17.8,5,435000,Honda
1425,Maruti Celerio,2018,CNG,28000,998,1,Manual,31.79,5,455000,Maruti
1427,Honda City,2017,Petrol,32226,1497,1,Manual,17.8,5,755000,Honda
1428,Renault Koleos,2013,Diesel,63432,1995,1,Automatic,13.73,5,650000,Renault
1430,Honda Brio,2013,Petrol,80000,1198,1,Manual,19.4,5,250000,Honda
1431,Maruti Alto,2014,Petrol,65000,998,1,Manual,23.95,5,245000,Maruti
1432,Kia Seltos,2019,Diesel,14000,1493,1,Manual,20.8,5,1350000,Kia
1433,Tata Indigo,2013,Diesel,90760,1396,1,Manual,19.09,5,215000,Tata
1434,Tata Indigo,2016,Diesel,80000,1405,1,Manual,19.09,5,400000,Tata
1435,Renault KWID,2018,Petrol,15000,999,1,Automatic,24.04,5,310000,Renault
1436,Toyota Fortuner,2012,Petrol,85000,2694,1,Automatic,0.0,7,1235000,Toyota
1437,Renault Captur,2018,Diesel,12851,1461,1,Manual,20.37,5,1265000,Renault
1440,Maruti Swift,2018,Diesel,32000,1248,1,Manual,19.3,5,675000,Maruti
1441,Maruti Wagon,2019,Petrol,30000,1197,1,Manual,20.52,5,500000,Maruti
1442,Hyundai i10,2010,Petrol,25000,1197,1,Manual,20.36,5,300000,Hyundai
1443,Mahindra Scorpio,2016,Diesel,35000,2179,1,Automatic,15.4,7,1450000,Mahindra
1444,Mahindra Scorpio,2013,Diesel,140000,2179,1,Manual,12.05,8,530000,Mahindra
1445,Ford Ecosport,2014,Diesel,65597,1498,1,Manual,22.7,5,575000,Ford
1446,Hyundai Santro,2012,CNG,61785,1086,1,Manual,17.0,5,240000,Hyundai
1447,Hyundai i20,2017,Petrol,35000,1197,1,Manual,18.6,5,550000,Hyundai
1448,Maruti Ciaz,2014,Diesel,160000,1248,1,Manual,26.21,5,500000,Maruti
1449,Maruti Baleno,2020,Petrol,7124,1197,1,Manual,21.01,5,643000,Maruti
1450,Ford Ecosport,2019,Petrol,15000,999,1,Manual,18.1,5,1000000,Ford
1451,Hyundai Xcent,2018,Diesel,22979,1186,1,Manual,25.4,5,611000,Hyundai
1452,Toyota Etios,2014,Diesel,150000,1364,1,Manual,23.59,5,310000,Toyota
1453,Hyundai Grand,2016,Petrol,34000,1197,1,Manual,18.9,5,550000,Hyundai
1454,Renault Scala,2015,Diesel,42000,1461,1,Manual,21.64,5,350000,Renault
1455,Volkswagen Vento,2011,Diesel,280000,1598,1,Manual,20.54,5,300000,Volkswagen
1456,Tata Tigor,2018,Petrol,40000,1199,1,Manual,20.3,5,470000,Tata
1457,Honda City,2014,Diesel,77000,1498,1,Manual,26.0,5,525000,Honda
1458,Datsun GO,2017,Petrol,15000,1198,1,Manual,19.44,7,469000,Datsun
1459,Maruti Alto,2012,Petrol,60000,998,1,Manual,20.92,5,210000,Maruti
1460,Maruti Alto,2013,Petrol,120000,796,1,Manual,22.74,5,200000,Maruti
1461,Renault KWID,2019,Petrol,2500,999,1,Manual,23.01,5,400000,Renault
1462,Jaguar XF,2013,Diesel,50000,2179,1,Automatic,16.36,5,2150000,Jaguar
1463,Maruti Celerio,2016,Petrol,46500,998,1,Manual,23.1,5,340000,Maruti
1465,Audi Q3,2015,Diesel,69000,1968,1,Automatic,15.73,5,2050000,Audi
1466,Maruti Swift,2012,Diesel,68000,1248,1,Manual,22.9,5,381000,Maruti
1467,Mercedes-Benz C-Class,2011,Diesel,45000,2143,1,Automatic,14.94,5,775000,Mercedes-Benz
1468,Maruti Swift,2017,Diesel,20000,1248,1,Manual,28.4,5,700000,Maruti
1469,Maruti Ciaz,2017,Diesel,106000,1248,1,Manual,28.09,5,675000,Maruti
1470,Honda City,2015,Petrol,28000,1497,1,Automatic,18.0,5,670000,Honda
1471,Mahindra XUV500,2018,Diesel,50000,2179,1,Manual,16.0,7,1050000,Mahindra
1472,Renault Scala,2014,Diesel,70000,1461,1,Manual,21.64,5,315000,Renault
1474,Honda City,2011,Petrol,55000,1497,1,Manual,17.0,5,360000,Honda
1475,Ford Figo,2017,Diesel,53000,1498,1,Manual,25.83,5,400000,Ford
1476,Hyundai Verna,2014,Diesel,89000,1582,1,Manual,22.32,5,470000,Hyundai
1477,Maruti Alto,2018,Petrol,22000,796,1,Manual,24.7,5,304000,Maruti
1478,Tata Zest,2018,Diesel,90000,1248,1,Manual,22.95,5,525000,Tata
1479,Honda City,2014,Diesel,69000,1498,1,Manual,26.0,5,490000,Honda
1480,Mahindra Scorpio,2016,Diesel,155000,1997,1,Manual,15.4,7,864000,Mahindra
1481,Mahindra XUV500,2013,Diesel,85000,2179,1,Manual,16.0,7,480000,Mahindra
1482,Hyundai Xcent,2016,Petrol,50000,1197,1,Manual,19.1,5,350000,Hyundai
1483,Maruti Wagon,2019,Petrol,3600,1197,1,Automatic,20.52,5,575000,Maruti
1484,Mercedes-Benz CLA,2018,Diesel,15000,2143,1,Automatic,17.9,5,2850000,Mercedes-Benz
1485,Maruti Baleno,2019,Petrol,5000,1197,1,Automatic,21.4,5,686000,Maruti
1487,Maruti SX4,2007,Petrol,40000,1586,1,Manual,15.0,5,300000,Maruti
1489,Toyota Innova,2015,Diesel,143000,2494,1,Manual,12.99,7,780000,Toyota
1490,Audi A6,2018,Diesel,24000,1968,1,Automatic,17.68,5,3490000,Audi
1492,MG Hector,2019,Diesel,28000,1956,1,Manual,17.41,5,1699000,MG
1493,Honda Brio,2016,Petrol,65000,1198,1,Manual,18.5,5,275000,Honda
1494,Maruti Swift,2019,Diesel,44000,1248,1,Manual,28.4,5,800000,Maruti
1495,Maruti Baleno,2018,Petrol,10000,1197,1,Automatic,21.4,5,680000,Maruti
1496,Toyota Fortuner,2010,Diesel,200000,2982,1,Manual,11.5,7,1200000,Toyota
1497,Toyota Innova,2012,Diesel,187031,2494,1,Manual,12.99,8,525000,Toyota
1498,Ford Ecosport,2019,Petrol,22346,1497,1,Manual,17.0,5,955000,Ford
1499,Hyundai i20,2012,Diesel,120000,1396,1,Manual,21.9,5,350000,Hyundai
1500,Maruti Vitara,2020,Petrol,1000,1462,1,Manual,17.03,5,800000,Maruti
1502,Mahindra XUV500,2015,Diesel,170000,2179,1,Manual,16.0,7,825000,Mahindra
1503,Mahindra Marazzo,2019,Diesel,60000,1497,1,Manual,17.3,8,1476000,Mahindra
1504,Honda Jazz,2018,Petrol,40000,1199,1,Automatic,18.2,5,670000,Honda
1505,Maruti Alto,2012,Petrol,28000,796,1,Manual,19.7,5,180000,Maruti
1506,Renault Scala,2014,Petrol,85000,1498,1,Manual,16.95,5,350000,Renault
1507,Hyundai Grand,2017,Petrol,35000,1197,1,Manual,18.9,5,490000,Hyundai
1508,Maruti Baleno,2017,Petrol,20000,1197,1,Manual,21.4,5,550000,Maruti
1509,Hyundai i10,2014,Petrol,40000,1197,1,Manual,20.36,5,350000,Hyundai
1510,Toyota Corolla,2009,Petrol,65000,1798,1,Manual,14.53,5,245000,Toyota
1511,Toyota Innova,2019,Diesel,35000,2393,1,Manual,13.68,8,1500000,Toyota
1512,Hyundai EON,2013,Petrol,54417,814,1,Manual,21.1,5,250000,Hyundai
1513,Ford Figo,2012,Diesel,74000,1399,1,Manual,20.0,5,190000,Ford
1514,Volkswagen Ameo,2017,Petrol,47592,1198,1,Manual,17.0,5,400000,Volkswagen
1515,Renault Duster,2014,Diesel,46500,1461,1,Manual,20.45,5,460000,Renault
1516,Maruti Swift,2019,Petrol,8000,1197,1,Automatic,21.21,5,650000,Maruti
1517,Maruti Ciaz,2016,Diesel,120000,1248,1,Manual,28.09,5,700000,Maruti
1518,Chevrolet Spark,2013,Petrol,100000,995,1,Manual,16.2,5,120000,Chevrolet
1520,Maruti Swift,2017,Petrol,34000,1197,1,Manual,20.4,5,455000,Maruti
1521,Hyundai Santro,2013,Petrol,55000,1086,1,Manual,0.0,5,235000,Hyundai
1522,Tata Indigo,2012,Diesel,88157,1396,1,Manual,19.09,5,160000,Tata
1523,Maruti Swift,2014,Petrol,54000,1197,1,Manual,22.0,5,365000,Maruti
1524,Toyota Etios,2016,Diesel,163000,1364,1,Manual,23.59,5,555000,Toyota
1525,Maruti Swift,2014,Petrol,11275,1197,1,Manual,19.1,5,470000,Maruti
1526,Maruti Ritz,2013,Diesel,58000,1248,1,Manual,21.1,5,325000,Maruti
1527,Toyota Fortuner,2018,Diesel,35000,2755,1,Automatic,12.9,7,2950000,Toyota
1528,Nissan Terrano,2015,Diesel,19000,1461,1,Manual,20.45,5,800000,Nissan
1529,Maruti Swift,2012,Diesel,48000,1248,1,Manual,22.9,5,400000,Maruti
1530,Renault Duster,2015,Diesel,68000,1461,1,Manual,19.87,5,550000,Renault
1531,Honda Civic,2019,Petrol,23000,1799,1,Automatic,13.9,5,1519000,Honda
1532,Maruti Swift,2018,Diesel,31500,1248,1,Automatic,28.4,5,740000,Maruti
1533,Tata Vista,2013,Diesel,120000,1405,1,Manual,19.1,5,125000,Tata
1534,Honda Brio,2011,Petrol,63000,1198,1,Manual,19.4,5,271000,Honda
1535,Maruti Kizashi,2011,Petrol,63000,2393,1,Automatic,10.0,5,425000,Maruti
1536,Mahindra Supro,2018,Diesel,60000,909,1,Manual,23.5,8,475000,Mahindra
1537,Honda Amaze,2013,Diesel,73000,1498,1,Manual,25.8,5,325000,Honda
1538,Hyundai Grand,2020,Petrol,10000,1197,1,Automatic,20.7,5,600000,Hyundai
1539,Honda Amaze,2013,Diesel,208000,1498,1,Manual,25.8,5,300000,Honda
