,Name,Year,Fuel,KMS,Engine,Owners,Transmission,Mileage,Seats,Price,Company
0,Jeep Compass,2019,2,70007,1956,1,2,16.3,5,2405000,Jeep
1,Hyundai i20,2021,1,16670,1197,1,1,21.0,5,897000,Hyundai
2,Hyundai Grand,2015,1,62393,1197,2,2,18.9,5,468000,Hyundai
3,Hyundai i10,2014,1,42328,1086,1,1,19.81,5,342000,Hyundai
4,Tata Nano,2017,1,12039,624,1,1,25.4,4,193000,Tata
5,Hyundai i10,2015,1,48842,1086,1,1,19.81,5,339000,Hyundai
6,Maruti Baleno,2016,2,67604,1248,1,1,27.39,5,659000,Maruti
7,Maruti Ciaz,2016,2,32272,1248,1,1,28.09,5,732000,Maruti
8,Maruti Baleno,2018,1,35152,1197,1,2,21.4,5,761000,Maruti
9,Datsun RediGO,2019,1,20114,999,1,1,22.5,5,348000,Datsun
10,Hyundai i20,2017,1,16117,1197,1,1,17.19,5,640000,Hyundai
11,Maruti Baleno,2021,1,7533,1197,2,1,21.4,5,687000,Maruti
12,Maruti Baleno,2016,1,37273,1197,1,2,19.56,5,665000,Maruti
13,Maruti SX4,2016,2,56846,1248,1,1,25.1,5,745000,Maruti
14,Maruti Swift,2014,1,83524,1197,1,1,18.6,5,447000,Maruti
15,Maruti Celerio,2015,1,68279,998,2,2,23.1,5,360000,Maruti
16,Hyundai Grand,2017,1,44550,1197,1,1,18.9,5,550000,Hyundai
17,Volkswagen Polo,2018,2,40468,1498,1,1,20.14,5,700000,Volkswagen
18,Honda Amaze,2013,1,43575,1198,1,1,18.0,5,475000,Honda
19,Maruti Swift,2013,1,36800,1197,1,1,18.6,5,425000,Maruti
20,Maruti S-Presso,2019,1,1670,998,1,1,21.7,5,449000,Maruti
21,Maruti Celerio,2017,1,30133,998,1,2,23.1,5,442000,Maruti
22,Maruti Vitara,2018,2,45444,1248,1,2,24.3,5,985000,Maruti
23,Hyundai i10,2014,1,42328,1086,1,1,19.81,5,342000,Hyundai
24,Maruti Baleno,2016,2,67604,1248,1,1,27.39,5,659000,Maruti
25,Maruti Alto,2015,1,11427,796,1,1,22.74,5,296000,Maruti
26,Renault KWID,2020,1,13581,999,1,1,21.74,5,453000,Renault
27,Renault KWID,2020,1,5805,999,1,2,22.0,5,500000,Renault
28,Maruti Alto,2016,1,22710,796,1,1,22.74,5,291000,Maruti
29,Maruti Swift,2018,1,44345,1197,1,1,21.21,5,723000,Maruti
30,Toyota Yaris,2018,1,55073,1496,1,2,17.8,5,855000,Toyota
31,Maruti Ciaz,2016,2,32272,1248,1,1,28.09,5,732000,Maruti
32,Maruti Swift,2014,1,83524,1197,1,1,18.6,5,447000,Maruti
33,Maruti Alto,2016,1,24692,998,1,1,23.95,5,326000,Maruti
34,Maruti Baleno,2016,1,23825,1197,1,2,21.4,5,694000,Maruti
35,Maruti Baleno,2018,1,35152,1197,1,2,21.4,5,761000,Maruti
36,Skoda Rapid,2021,1,3492,999,1,1,18.97,5,1045000,Skoda
37,Hyundai Creta,2017,1,84037,1591,1,1,13.0,5,970000,Hyundai
38,Tata Tigor,2021,1,11484,1199,1,1,20.3,5,755000,Tata
39,Maruti Alto,2018,1,17058,998,1,1,23.95,5,375000,Maruti
40,Maruti SX4,2016,2,56846,1248,1,1,25.1,5,745000,Maruti
41,Maruti SX4,2016,2,70068,1248,1,1,23.65,5,731000,Maruti
42,Maruti Celerio,2014,1,16775,998,2,2,23.1,5,370000,Maruti
43,Hyundai i20,2021,1,16670,1197,1,1,21.0,5,897000,Hyundai
44,Renault KWID,2017,1,18882,999,1,2,24.04,5,401000,Renault
45,Maruti Wagon,2017,1,50353,998,1,1,20.51,5,393000,Maruti
46,Hyundai Grand,2019,1,3926,1197,1,1,18.9,5,532000,Hyundai
47,Tata Nano,2017,1,12039,624,1,1,25.4,4,193000,Tata
48,Maruti Celerio,2015,1,56445,998,1,2,23.1,5,418000,Maruti
49,Maruti Baleno,2018,1,6019,1197,1,1,21.01,5,576000,Maruti
50,Maruti Baleno,2018,1,24244,1197,2,2,21.4,5,720000,Maruti
51,Maruti Vitara,2019,2,25493,1248,1,2,24.3,5,879000,Maruti
52,Maruti Baleno,2021,1,7533,1197,2,1,21.4,5,687000,Maruti
53,Maruti Swift,2017,1,36461,1197,1,1,21.21,5,595000,Maruti
54,Maruti Wagon,2013,1,98226,998,1,1,20.51,5,350000,Maruti
55,Honda City,2016,1,20203,1497,1,1,17.8,5,790000,Honda
56,Datsun RediGO,2019,1,20114,999,1,1,22.5,5,348000,Datsun
57,Hyundai i10,2015,1,48842,1086,1,1,19.81,5,339000,Hyundai
58,Hyundai Grand,2017,1,67498,1197,1,1,17.0,5,419000,Hyundai
59,Maruti Baleno,2016,1,25979,1197,1,1,21.4,5,555000,Maruti
60,Hyundai i10,2013,1,46207,1086,1,1,19.81,5,275000,Hyundai
61,Honda Amaze,2013,2,61079,1498,1,1,25.8,5,380000,Honda
62,Maruti Baleno,2016,1,78758,1197,1,1,21.4,5,482000,Maruti
63,Honda Amaze,2015,2,72933,1498,1,1,24.7,5,495000,Honda
65,Maruti Swift,2016,2,101184,1248,2,1,28.4,5,560000,Maruti
66,Maruti S-presso,2020,1,17190,998,1,2,21.7,5,550000,Maruti
67,BMW X1,2018,2,46000,1995,2,2,20.68,5,2490000,BMW
68,Hyundai Verna,2018,2,70000,1582,1,1,22.0,5,950000,Hyundai
69,Volkswagen Crosspolo,2018,1,10000,1198,1,1,16.47,5,650000,Volkswagen
70,Hyundai I20,2015,1,60000,1197,1,1,18.6,5,500000,Hyundai
71,Skoda Rapid,2012,2,70000,1598,2,1,20.5,5,375000,Skoda
72,Volkswagen Vento,2011,1,63000,1598,2,1,15.04,5,300000,Volkswagen
73,Volkswagen Vento,2011,1,57000,1598,1,2,14.4,5,336000,Volkswagen
74,Volkswagen Vento,2011,1,57000,1598,1,2,14.4,5,335000,Volkswagen
75,Skoda Fabia,2011,1,30800,1198,1,1,17.5,5,285000,Skoda
76,Honda City,2007,1,65000,1497,1,1,16.9,5,190000,Honda
77,Volkswagen Polo,2012,1,48000,1198,2,1,16.47,5,276000,Volkswagen
78,Honda City,2010,1,62000,1497,2,1,17.0,5,326000,Honda
79,Volkswagen Polo,2012,1,48000,1198,2,1,16.47,5,275000,Volkswagen
80,Volkswagen Vento,2011,1,65000,1598,2,2,14.4,5,335000,Volkswagen
81,Volkswagen Jetta,2012,2,72000,1968,1,1,19.33,5,475000,Volkswagen
82,Skoda Superb,2012,1,63000,1798,1,2,13.7,5,485000,Skoda
83,Chevrolet Cruze,2011,2,61000,1991,2,2,18.1,4,350000,Chevrolet
84,Volkswagen Polo,2011,1,56000,1198,1,1,16.47,5,320000,Volkswagen
85,Skoda Superb,2013,1,32000,1798,2,2,13.7,5,575000,Skoda
86,Maruti Vitara,2019,2,64000,1248,1,2,24.3,5,985000,Maruti
87,Ford Ecosport,2014,1,60470,1499,1,2,16.5,5,550000,Ford
88,Honda Jazz,2016,1,63702,1199,1,2,18.2,5,725000,Honda
89,Ford Ecosport,2014,2,65536,1498,1,1,22.7,5,650000,Ford
90,Hyundai I20,2017,1,29870,1197,2,1,17.19,5,625000,Hyundai
91,Honda City,2011,1,80000,1497,2,1,17.0,5,325000,Honda
92,Nissan Micra,2011,2,76000,1461,2,1,23.08,5,240000,Nissan
93,Hyundai I10,2011,1,90000,1197,1,1,20.36,5,300000,Hyundai
94,Maruti Ritz,2011,2,86000,1248,2,1,23.2,5,285000,Maruti
95,Renault Pulse,2013,2,85000,1461,1,1,23.08,5,335000,Renault
96,Honda Jazz,2012,1,75000,1198,1,1,16.0,5,335000,Honda
97,Tata Indica,2011,2,68000,1248,1,1,18.0,5,265000,Tata
98,Kia Seltos,2019,2,38000,1493,1,1,20.8,5,1450000,Kia
99,Maruti Xl6,2019,1,20000,1462,1,2,17.99,6,1075000,Maruti
100,Maruti Vitara,2019,2,70000,1248,1,1,24.3,5,995000,Maruti
101,Maruti Ertiga,2017,3,71000,1462,1,1,26.08,7,795000,Maruti
102,Skoda New,2011,1,79000,1798,2,1,13.4,5,275000,Skoda
103,Hyundai I20,2012,1,63000,1197,1,1,18.5,5,330000,Hyundai
104,Mahindra Scorpio,2008,2,79000,2179,2,1,12.05,7,275000,Mahindra
105,Honda City,2014,1,79000,1497,1,1,17.4,5,475000,Honda
106,Maruti Ciaz,2017,1,45000,1373,1,1,20.73,5,730000,Maruti
107,Maruti Alto,2020,3,11000,796,1,1,33.0,5,465000,Maruti
108,Maruti Swift,2018,1,7300,1197,1,2,21.21,5,725000,Maruti
109,Toyota Etios,2013,1,39000,1197,1,1,17.71,5,360000,Toyota
110,Hyundai Verna,2011,1,97000,1591,1,1,17.1,5,255000,Hyundai
111,Hyundai I10,2010,1,73000,1197,2,1,20.36,5,195000,Hyundai
112,Skoda Fabia,2012,1,58000,1198,2,1,16.25,5,255000,Skoda
113,Ford Figo,2012,1,57000,1196,1,1,15.6,5,255000,Ford
114,Volkswagen Polo,2015,1,44000,1199,2,1,16.2,5,395000,Volkswagen
115,Maruti Alto,2013,3,117000,796,1,1,30.46,5,275000,Maruti
116,Tata Tiago,2016,1,33000,1199,1,1,23.84,5,475000,Tata
117,Hyundai I10,2009,1,68000,1086,1,1,19.81,5,195000,Hyundai
118,Hyundai I20,2011,1,95000,1197,1,1,17.0,5,300000,Hyundai
119,Hyundai I20,2012,1,47000,1197,2,1,18.5,5,350000,Hyundai
120,Maruti Swift,2016,1,50810,1197,1,1,21.21,5,550000,Maruti
121,Tata Tiago,2019,1,47146,1199,1,1,23.84,5,475000,Tata
122,Ford Figo,2019,1,14119,1497,1,2,16.3,5,725000,Ford
123,Volkswagen Polo,2013,2,86000,1199,2,1,22.07,5,385000,Volkswagen
125,Volkswagen Vento,2012,2,84000,1598,3,1,20.54,5,350000,Volkswagen
127,Maruti Swift,2009,2,84000,1248,2,1,17.8,5,225000,Maruti
128,Hyundai Santro,2019,1,7000,1086,1,2,20.3,5,560000,Hyundai
129,Hyundai Grand,2014,1,51000,1197,1,1,18.9,5,400000,Hyundai
130,Toyota Etios,2011,1,69000,1197,1,1,17.71,5,325000,Toyota
131,Hyundai Creta,2020,1,9000,1497,1,2,16.9,5,1790000,Hyundai
132,Maruti Wagon,2010,1,69000,998,1,1,21.79,5,270000,Maruti
133,Mahindra Ssangyong,2014,2,113000,2696,1,2,11.18,7,651000,Mahindra
134,Skoda Superb,2012,1,56000,1798,1,2,13.7,5,449000,Skoda
135,Volkswagen Vento,2011,1,31000,1598,1,1,15.8,5,351000,Volkswagen
136,Maruti Ciaz,2016,1,45000,1373,1,1,20.73,5,599000,Maruti
137,Volkswagen Vento,2014,1,39000,1598,1,1,16.09,5,451000,Volkswagen
138,Maruti Celerio,2017,1,1475,998,1,1,21.63,5,531000,Maruti
139,Toyota Innova,2019,2,70463,2393,1,1,13.68,7,1950000,Toyota
140,Maruti Ertiga,2016,2,27493,1248,1,1,24.52,7,795000,Maruti
141,Maruti Ertiga,2017,1,13000,1373,1,1,17.5,7,795000,Maruti
142,Hyundai I20,2009,1,88000,1197,2,1,17.0,5,280000,Hyundai
143,Hyundai Accent,2009,1,70000,1495,3,1,13.2,5,95000,Hyundai
144,Maruti Wagon,2009,1,80000,998,2,1,18.9,5,95000,Maruti
145,Volkswagen Polo,2017,1,80000,1197,2,2,17.21,5,600000,Volkswagen
146,Honda Jazz,2018,1,35913,1199,1,1,18.2,5,675000,Honda
147,Chevrolet Aveo,2008,1,40664,1150,1,1,14.7,5,110000,Chevrolet
148,Mahindra Xuv500,2015,2,91013,2179,1,1,15.1,7,890000,Mahindra
149,Maruti Swift,2012,2,88411,1248,1,1,22.9,5,375000,Maruti
150,Maruti Ertiga,2012,2,31913,1248,1,1,25.47,7,625000,Maruti
151,Hyundai I20,2013,2,103844,1396,1,1,21.27,5,415000,Hyundai
152,Maruti Swift,2014,1,46000,1197,1,1,20.85,5,475000,Maruti
153,Maruti Alto,2017,1,19000,796,1,1,24.7,5,295000,Maruti
154,Maruti Celerio,2014,1,42400,998,2,1,23.1,5,425000,Maruti
155,Honda Wr-v,2017,2,78000,1498,1,1,25.5,5,675000,Honda
156,Tata Tiago,2019,2,60000,1047,1,1,27.28,5,550000,Tata
157,Renault Kwid,2016,1,66666,799,1,1,25.17,5,299000,Renault
158,Volkswagen Polo,2013,2,36300,1199,1,1,22.07,5,460000,Volkswagen
159,Maruti Ciaz,2017,2,62200,1248,1,1,28.09,5,780000,Maruti
160,Nissan Micra,2014,1,63913,1198,1,2,19.34,5,365000,Nissan
161,Maruti Swift,2016,1,60000,1197,1,1,20.85,5,560000,Maruti
162,Maruti Vitara,2016,2,128000,1248,1,1,24.3,5,749000,Maruti
163,Toyota Etios,2012,2,72000,1364,1,1,23.59,5,330000,Toyota
164,Maruti Alto,2014,3,103000,796,1,1,30.46,5,279000,Maruti
165,Maruti Omni,2015,1,90000,796,1,1,14.0,5,275000,Maruti
166,Hyundai Santro,2010,1,73000,1086,1,1,17.92,5,175000,Hyundai
167,Maruti Swift,2015,1,33000,1197,2,1,20.85,5,549000,Maruti
168,Maruti Alto,2015,1,54000,796,2,1,22.74,5,255000,Maruti
169,Maruti Swift,2016,2,78000,1248,1,1,28.4,5,540000,Maruti
170,Tata Nexon,2018,2,72000,1497,1,1,21.5,5,855000,Tata
171,Hyundai Grand,2015,1,26913,1197,1,2,18.9,5,545000,Hyundai
172,Hyundai Grand,2016,1,57913,1197,1,1,18.9,5,490000,Hyundai
173,Ford Figo,2011,2,98000,1399,2,1,20.0,5,200000,Ford
175,Maruti Swift,2018,1,45923,1197,1,2,21.21,5,660000,Maruti
176,Maruti Ritz,2010,1,90000,1197,3,1,18.5,5,1900000,Maruti
177,Toyota Innova,2020,2,57000,2393,1,1,12.0,8,1925000,Toyota
178,Hyundai Grand,2014,2,89949,1120,1,1,24.0,5,550000,Hyundai
179,Maruti Baleno,2020,1,16000,1197,1,2,21.4,5,860000,Maruti
180,Hyundai I10,2010,1,59000,1086,1,1,19.81,5,225000,Hyundai
181,Hyundai Elantra,2015,2,44000,1582,1,1,22.54,5,820000,Hyundai
182,Maruti Wagon,2016,3,55000,998,2,1,32.52,5,425000,Maruti
183,Maruti Ritz,2012,2,69000,1248,1,1,23.2,5,310000,Maruti
184,Toyota Innova,2015,2,52000,2494,1,1,12.99,8,1025000,Toyota
185,Maruti Ertiga,2015,3,64000,1373,1,1,22.8,7,750000,Maruti
186,Maruti Wagon,2014,1,81000,998,1,1,21.79,5,360000,Maruti
187,Maruti Ertiga,2016,3,102000,1373,1,1,17.5,7,780000,Maruti
188,Maruti Sx4,2007,1,85000,1586,1,1,15.0,5,221000,Maruti
189,Hyundai Accent,2010,3,90000,1495,3,1,13.2,5,2400000,Hyundai
190,Toyota Innova,2012,2,135000,2494,1,1,12.8,8,695000,Toyota
191,Maruti Swift,2016,1,47065,1197,2,1,22.0,5,500000,Maruti
192,Honda Jazz,2016,1,49193,1199,1,1,18.2,5,575000,Honda
193,Chevrolet Spark,2009,1,106249,995,2,1,18.0,5,100000,Chevrolet
194,Hyundai I20,2013,1,49000,1197,1,1,18.5,5,425000,Hyundai
197,Hyundai I20,2011,2,143700,1396,3,1,23.0,5,280000,Hyundai
198,Hyundai Verna,2017,2,76365,1582,2,1,23.9,5,700000,Hyundai
199,Chevrolet Cruze,2014,2,53000,1998,1,2,14.81,5,599000,Chevrolet
200,Maruti Wagon,2020,1,8261,1197,1,1,20.52,5,625000,Maruti
201,Honda Jazz,2016,1,51400,1199,1,2,19.0,5,635000,Honda
202,Audi A6,2015,2,64000,1968,2,2,18.53,5,2100000,Audi
203,Volkswagen Polo,2016,1,35166,1197,3,2,17.21,5,645000,Volkswagen
204,Kia Seltos,2020,2,27675,1493,1,2,17.8,5,1500000,Kia
205,Hyundai Santa,2012,2,126000,2199,2,2,11.72,7,775000,Hyundai
208,Hyundai Creta,2018,1,11500,1591,1,2,14.8,5,1400000,Hyundai
209,Mercedes-Benz New,2011,2,75000,2143,2,2,19.71,5,1190000,Mercedes-Benz
210,Mercedes-Benz S-class,2011,1,72000,5461,1,2,7.81,5,1875000,Mercedes-Benz
211,Maruti Grand,2008,1,76002,1995,2,2,9.7,5,425000,Maruti
212,Audi Q7,2013,2,120000,2967,1,2,12.07,7,2200000,Audi
213,Toyota Camry,2015,4,55000,2494,1,2,19.16,5,1790000,Toyota
214,Volvo Xc60,2012,2,86001,1985,2,2,14.7,5,1750000,Volvo
217,Toyota Corolla,2017,1,32600,1798,1,2,14.28,5,1349000,Toyota
218,Kia Seltos,2020,1,16400,1497,1,2,16.8,5,1400000,Kia
219,Hyundai Elantra,2019,1,8800,1999,1,2,14.62,5,1499000,Hyundai
220,Honda Jazz,2015,2,120000,1498,1,1,27.3,5,550000,Honda
221,Renault Kwid,2019,1,21775,999,1,1,23.01,5,425000,Renault
222,Tata Nano,2011,1,3008,624,1,1,26.0,4,99000,Tata
223,Tata Tiago,2018,1,18633,1199,2,1,23.84,5,425000,Tata
224,Audi A6,2013,2,30000,1968,2,2,17.68,5,1499000,Audi
225,Maruti Ciaz,2015,1,70000,1373,1,1,20.73,5,599000,Maruti
226,Chevrolet Spark,2013,1,27200,995,2,1,16.2,5,165000,Chevrolet
227,Maruti Alto,2019,1,34600,998,1,2,23.95,5,465000,Maruti
228,Hyundai Verna,2014,1,78000,1591,1,1,17.1,5,591000,Hyundai
229,Mahindra Bolero,2011,2,115300,2523,2,1,13.6,7,380000,Mahindra
230,Maruti Alto,2010,1,72700,796,2,1,19.7,5,175000,Maruti
231,Skoda Rapid,2012,2,41800,1598,1,1,20.5,5,465000,Skoda
232,Honda City,2011,1,111000,1497,1,1,17.0,5,375000,Honda
234,Maruti Swift,2019,2,59000,1248,1,2,28.4,5,850000,Maruti
235,Honda City,2011,1,78000,1497,1,2,16.8,5,395000,Honda
236,Hyundai I20,2011,1,58000,1197,1,1,18.5,5,310000,Hyundai
237,Volkswagen Polo,2017,1,89000,1197,1,2,17.21,5,660000,Volkswagen
238,Maruti Celerio,2014,1,75000,998,1,1,21.63,5,435000,Maruti
239,Honda Civic,2012,1,85000,1799,1,2,13.1,5,395000,Honda
240,Toyota Innova,2016,2,40000,2755,2,2,11.36,7,1685000,Toyota
241,Maruti Wagon,2012,1,27061,998,2,1,20.51,5,300000,Maruti
242,Maruti Ertiga,2019,2,8723,1248,1,1,24.52,7,1221000,Maruti
243,Volkswagen Vento,2018,1,33793,1197,1,2,18.19,5,995000,Volkswagen
244,Fiat Linea,2010,2,166755,1248,1,1,20.4,5,250000,Fiat
245,Hyundai Grand,2014,1,65000,1197,1,2,18.9,5,435000,Hyundai
246,Hyundai Santro,2020,1,14611,1086,1,1,20.3,5,600000,Hyundai
247,Hyundai Santro,2010,1,106173,1086,3,1,17.92,5,170000,Hyundai
248,Honda Amaze,2018,1,19250,1198,1,1,17.8,5,650000,Honda
249,Maruti Swift,2015,1,17265,1197,1,1,18.6,5,530000,Maruti
250,Tata Tiago,2016,1,33000,1199,1,1,23.84,5,475000,Tata
251,Skoda New,2011,2,85000,1896,1,1,17.0,5,375000,Skoda
252,Volkswagen Polo,2013,2,78000,1199,2,1,22.07,5,385000,Volkswagen
253,Maruti Wagon,2020,1,39744,1197,1,1,20.52,5,580000,Maruti
254,BMW 5,2011,2,74000,2993,1,2,16.2,5,1450000,BMW
255,Ford Ecosport,2015,1,72000,999,2,1,18.88,5,499000,Ford
256,Ford Ecosport,2015,1,61000,999,2,1,18.88,5,525000,Ford
257,Hyundai Santro,2007,1,80000,1086,2,1,17.0,5,155000,Hyundai
258,Skoda Superb,2013,1,84000,1798,2,2,13.7,5,575000,Skoda
259,Maruti Eeco,2016,3,84000,1196,1,1,21.94,5,395000,Maruti
260,Maruti Swift,2012,1,38500,1197,1,1,18.6,5,395000,Maruti
261,Hyundai I10,2013,1,43000,1197,2,2,16.95,5,325000,Hyundai
262,Audi Q3,2014,2,26000,1968,2,2,15.73,5,1775000,Audi
263,Toyota Etios,2011,1,81000,1197,1,1,18.3,5,345000,Toyota
264,Hyundai I20,2018,1,24500,1197,1,1,17.19,5,721000,Hyundai
265,Maruti Swift,2015,2,138000,1248,1,1,22.9,5,550000,Maruti
267,Ford Endeavour,2019,2,53000,3198,2,2,14.2,7,3100000,Ford
268,Hyundai Santa,2016,2,95000,2199,1,1,14.74,7,1200000,Hyundai
269,Jeep Compass,2018,1,19000,1368,1,2,16.0,5,1725000,Jeep
270,Maruti Vitara,2017,2,19500,1248,1,1,24.3,5,840000,Maruti
271,Toyota Corolla,2013,2,51000,1364,1,1,21.43,5,550000,Toyota
272,Maruti Swift,2020,1,4400,1197,1,1,22.0,5,660000,Maruti
273,Maruti Swift,2018,2,40000,1248,1,2,28.4,5,780000,Maruti
274,Volkswagen Polo,2015,1,79610,1197,1,2,17.2,5,580000,Volkswagen
276,Volkswagen Vento,2014,1,66000,1197,2,2,16.93,5,485000,Volkswagen
277,Honda City,2011,1,78000,1497,2,1,17.0,5,365000,Honda
278,Tata Manza,2011,1,69000,1368,1,1,13.7,5,225000,Tata
279,Honda Amaze,2018,1,20000,1199,1,2,18.3,5,710000,Honda
280,Toyota Corolla,2010,1,84000,1794,2,2,14.53,5,395000,Toyota
281,Hyundai I10,2011,1,47666,1086,1,1,19.81,5,265000,Hyundai
282,BMW X3,2011,2,77000,1995,1,2,16.09,5,1245000,BMW
283,Mahindra Thar,2021,2,14000,2184,1,2,13.1,4,1850000,Mahindra
284,Toyota Innova,2008,2,48000,2494,2,1,12.8,8,425000,Toyota
285,Toyota Fortuner,2018,2,38000,2755,1,1,14.24,7,2975000,Toyota
286,Toyota Fortuner,2012,2,58000,2982,2,1,13.0,7,1375000,Toyota
287,Toyota Urban,2021,1,8000,1462,1,2,18.76,5,1025000,Toyota
288,Hyundai Elantra,2017,1,65000,1999,1,2,14.62,5,1075000,Hyundai
290,Skoda Superb,2015,1,68000,1798,3,2,13.7,5,625000,Skoda
291,Hyundai Creta,2017,1,56000,1591,1,1,13.0,5,935000,Hyundai
292,Hyundai Eon,2012,1,21000,814,1,1,21.1,5,240000,Hyundai
293,Isuzu D-max,2019,2,33000,2499,2,1,12.4,5,1800000,Isuzu
294,Maruti Vitara,2018,2,48500,1248,1,1,24.3,5,895000,Maruti
295,Mercedes-Benz C-class,2013,2,89000,2143,1,2,19.27,5,1275000,Mercedes-Benz
296,Hyundai Creta,2017,1,17000,1591,1,2,13.0,5,1195000,Hyundai
297,Toyota Innova,2020,2,22000,2393,1,2,13.68,7,2695000,Toyota
298,Mahindra Xuv500,2017,2,24000,2179,1,1,16.0,7,1275000,Mahindra
299,Honda Brio,2016,1,22000,1198,1,2,16.5,5,550000,Honda
300,Toyota Innova,2017,2,112000,2393,1,1,13.68,8,1849000,Toyota
301,Maruti Alto,2017,1,51000,796,1,1,24.7,5,325000,Maruti
302,Honda City,2014,1,65563,1497,1,2,18.0,5,621000,Honda
304,Honda Wr-v,2017,1,25000,1199,1,1,17.5,5,725000,Honda
305,Maruti Celerio,2016,1,36835,998,1,2,23.1,5,475000,Maruti
306,Hyundai I20,2016,1,42697,1197,1,1,18.6,5,615000,Hyundai
307,BMW 7,2012,2,84000,2993,1,2,14.49,5,1650000,BMW
308,Hyundai I20,2014,1,72452,1197,1,1,18.6,5,445000,Hyundai
309,Hyundai I20,2013,1,18452,1197,1,1,18.5,5,415000,Hyundai
310,Tata Tigor,2018,1,26731,1199,1,1,20.3,5,515000,Tata
311,Volkswagen Polo,2016,1,42000,1199,2,1,16.2,5,495000,Volkswagen
312,Maruti Baleno,2016,1,32200,1197,1,1,21.4,5,650000,Maruti
313,Maruti A-star,2013,1,24000,998,2,2,16.98,5,320000,Maruti
314,Hyundai I10,2012,1,46000,1197,2,2,16.95,5,295000,Hyundai
315,Chevrolet Beat,2013,2,49500,936,1,1,25.44,5,250000,Chevrolet
316,Hyundai Grand,2014,1,87500,1197,1,2,18.9,5,470000,Hyundai
317,Datsun Go,2017,1,28240,1198,1,1,19.44,7,385000,Datsun
318,Honda Wr-v,2019,2,19999,1498,1,1,25.5,5,1050000,Honda
319,Hyundai Verna,2018,2,108949,1582,1,1,22.0,5,945000,Hyundai
320,Datsun Redigo,2016,1,54800,799,1,1,22.7,5,295000,Datsun
321,Mahindra Scorpio,2012,2,120000,2179,3,1,12.05,7,475000,Mahindra
322,Maruti Alto,2009,1,57000,796,1,1,19.7,5,145000,Maruti
323,Maruti Wagon,2015,1,30000,998,1,1,20.51,5,400000,Maruti
324,Honda Jazz,2011,1,65000,1198,1,1,16.7,5,285000,Honda
325,Toyota Fortuner,2012,2,166000,2982,2,1,12.55,7,1250000,Toyota
326,Kia Seltos,2019,2,39205,1493,1,2,17.8,5,1450000,Kia
327,Hyundai I20,2010,1,81000,1197,2,1,18.5,5,249000,Hyundai
328,Ford Figo,2010,2,62000,1399,2,1,20.0,5,225000,Ford
329,Hyundai Verna,2012,2,65000,1582,1,2,22.32,5,485000,Hyundai
330,Skoda Rapid,2012,1,65000,1598,1,1,15.0,5,325000,Skoda
331,Mercedes-Benz E-class,2008,2,61000,2987,2,2,11.0,5,850000,Mercedes-Benz
332,Hyundai I20,2016,2,43200,1396,1,1,22.54,5,635000,Hyundai
333,Volkswagen Vento,2015,1,64478,1197,1,2,16.93,5,590000,Volkswagen
334,Toyota Etios,2013,2,210000,1364,3,1,23.59,5,325000,Toyota
335,Skoda Yeti,2012,2,120000,1968,2,1,17.67,5,545000,Skoda
336,Maruti Sx4,2018,2,64000,1248,1,1,25.1,5,935000,Maruti
337,Maruti Ignis,2019,1,7500,1197,1,2,20.89,5,635000,Maruti
338,Tata Nano,2015,1,17000,624,1,1,25.4,4,160000,Tata
339,Toyota Fortuner,2017,2,139000,2755,2,1,14.24,7,2500000,Toyota
340,Datsun Go,2019,1,28724,1198,1,1,19.44,7,390000,Datsun
341,Honda Jazz,2017,1,55000,1199,1,1,18.7,5,575000,Honda
342,Maruti Sx4,2012,1,66500,1586,2,1,15.5,5,350000,Maruti
343,Hyundai Eon,2012,1,90671,814,2,1,21.1,5,285000,Hyundai
344,Volkswagen Vento,2015,2,104100,1498,3,1,22.27,5,460000,Volkswagen
345,Maruti Baleno,2018,1,16995,1197,1,2,21.4,5,750000,Maruti
346,Mahindra Xylo,2009,2,119729,2498,1,1,14.0,8,285000,Mahindra
347,Kia Seltos,2019,2,16000,1493,1,2,18.0,5,1825000,Kia
348,Ford Fiesta,2007,1,150900,1388,3,1,16.6,5,175000,Ford
349,Maruti Swift,2017,2,43863,1248,1,1,28.4,5,745000,Maruti
351,Volkswagen Polo,2014,2,75000,1498,1,1,20.14,5,525000,Volkswagen
352,Hyundai I20,2014,2,82000,1396,1,1,22.54,5,510000,Hyundai
353,Hyundai I10,2012,1,36000,1197,1,1,20.36,5,310000,Hyundai
354,Ford Figo,2010,2,62000,1399,2,1,20.0,5,240000,Ford
355,Volkswagen Polo,2013,1,55000,1198,1,1,16.47,5,475000,Volkswagen
356,Ford Figo,2010,1,79000,1196,1,1,15.6,5,230000,Ford
357,Hyundai I10,2012,1,72000,1197,1,1,20.36,5,330000,Hyundai
358,Maruti Swift,2014,2,88500,1248,1,1,25.2,5,495000,Maruti
359,Hyundai I20,2012,1,58000,1197,2,1,18.5,5,295000,Hyundai
360,Honda Jazz,2010,1,74500,1198,2,1,16.0,5,275000,Honda
361,Maruti A-star,2010,1,51000,998,2,1,19.0,5,195000,Maruti
362,Maruti Wagon,2016,1,62000,998,1,2,21.79,5,395000,Maruti
363,Tata New,2014,2,76100,2179,1,1,13.93,7,450000,Tata
364,Chevrolet Tavera,2014,2,190600,2499,1,1,13.58,7,500000,Chevrolet
365,Ford Figo,2011,2,90000,1399,1,1,20.0,5,225000,Ford
