,Name,Year,Fuel,KMS,Engine,Owners,Transmission,Mileage,Seats,Price,Company
6890,Maruti Swift,2009,2,55000,1248,1,1,17.8,5,265000,Maruti
6891,Hyundai Creta,2019,2,23000,1582,1,1,19.67,5,1575000,Hyundai
6892,Volkswagen Vento,2013,2,71000,1598,1,1,20.54,5,525000,Volkswagen
6893,Toyota Etios,2014,2,81500,1364,1,1,23.59,5,560000,Toyota
6895,Tata Indigo,2014,2,30000,1405,1,1,19.09,5,222000,Tata
6896,Maruti Ignis,2017,1,43000,1197,1,1,20.89,5,420000,Maruti
6897,Renault KWID,2019,1,26500,999,1,1,23.01,5,353000,Renault
6898,Maruti Ignis,2017,1,22574,1197,1,2,20.89,5,565000,Maruti
6899,Maruti SX4,2015,2,55000,1248,1,1,23.65,5,650000,Maruti
6900,Maruti Alto,2012,1,55230,998,1,1,23.95,5,273000,Maruti
6901,Maruti Vitara,2016,2,62000,1248,1,1,24.3,5,850000,Maruti
6902,Ford Ecosport,2019,1,58000,1497,1,1,17.0,5,790000,Ford
6903,Skoda Rapid,2012,2,95000,1498,1,1,21.14,5,365000,Skoda
6904,Hyundai Creta,2017,2,66000,1582,1,1,19.67,5,1040000,Hyundai
6905,Maruti Alto,2013,1,50418,796,1,1,22.74,5,280000,Maruti
6906,Maruti Swift,2017,2,51306,1248,1,1,23.4,5,650000,Maruti
6907,Ford Figo,2016,2,21200,1498,1,1,25.83,5,500000,Ford
6908,Maruti Vitara,2018,2,89000,1248,1,1,24.3,5,895000,Maruti
6909,Hyundai Xcent,2016,2,132000,1120,1,1,24.4,5,400000,Hyundai
6910,Renault Duster,2017,2,850000,1461,1,1,19.87,5,850000,Renault
6911,Hyundai Creta,2016,2,52500,1396,1,1,21.38,5,921000,Hyundai
6912,Nissan Micra,2017,1,5000,1198,1,1,19.49,5,420000,Nissan
6913,Honda Brio,2013,1,74000,1198,1,1,19.4,5,365000,Honda
6914,Mahindra XUV500,2015,2,50000,2179,1,2,16.0,7,1170000,Mahindra
6915,Ford Figo,2010,2,67000,1399,1,1,20.0,5,275000,Ford
6916,Maruti Alto,2017,1,54938,796,1,1,24.7,5,300000,Maruti
6917,Maruti Swift,2018,2,14000,1248,1,1,28.4,5,739000,Maruti
6918,Hyundai Creta,2017,2,54000,1582,1,2,17.01,5,1195000,Hyundai
6919,Maruti Vitara,2017,2,91062,1248,1,1,24.3,5,900000,Maruti
6920,Mahindra Bolero,2015,2,72658,2523,1,1,15.96,9,480000,Mahindra
6921,Nissan Sunny,2012,2,82000,1461,1,1,21.64,5,325000,Nissan
6922,Mahindra XUV500,2015,2,67067,1997,1,1,16.0,7,1320000,Mahindra
6923,Hyundai Creta,2015,2,72248,1582,1,1,19.67,5,1000000,Hyundai
6924,Toyota Innova,2020,2,2500,2393,1,2,0.0,7,2750000,Toyota
6925,Hyundai Verna,2017,2,50000,1582,1,2,22.32,5,880000,Hyundai
6926,Maruti Swift,2015,1,16500,1197,1,1,20.85,5,600000,Maruti
6927,Honda Jazz,2015,1,40876,1199,1,1,16.6,5,490000,Honda
6928,Tata Indigo,2015,2,110000,1396,1,1,25.0,5,321000,Tata
6929,Tata Aria,2011,2,94000,2197,1,1,13.7,7,465000,Tata
6930,Mahindra KUV,2016,2,70000,1198,1,1,25.32,6,350000,Mahindra
6932,Toyota Corolla,2018,1,20000,1798,1,1,14.28,5,1467000,Toyota
6933,Ford Figo,2010,2,93000,1399,1,1,20.0,5,265000,Ford
6934,Maruti Swift,2017,2,50000,1248,1,1,28.4,5,700000,Maruti
6935,Tata Hexa,2019,2,15000,2179,1,1,17.6,7,1425000,Tata
6936,Hyundai i20,2013,1,105000,1197,1,1,18.5,5,290000,Hyundai
6937,Mahindra KUV,2017,2,64000,1198,1,1,25.32,6,390000,Mahindra
6938,Ford Freestyle,2019,1,8600,1194,1,1,19.0,5,780000,Ford
6939,Maruti Wagon,2016,1,11999,998,1,1,20.51,5,436000,Maruti
6940,Hyundai i20,2013,1,47000,1197,1,1,17.0,5,475000,Hyundai
6941,Chevrolet Beat,2013,2,70000,936,1,1,25.44,5,275000,Chevrolet
6942,Fiat Punto,2010,1,104473,1477,1,1,15.7,5,170000,Fiat
6943,Hyundai Grand,2018,1,15000,1197,1,2,18.9,5,645000,Hyundai
6944,Renault KWID,2017,1,110000,999,1,1,23.01,5,200000,Renault
6945,Renault Duster,2014,2,85000,1461,1,1,19.6,5,540000,Renault
6946,Mahindra Bolero,2011,2,361446,2523,1,1,13.6,7,330000,Mahindra
6947,Maruti Wagon,2014,1,18000,998,1,1,18.9,5,450000,Maruti
6948,Tata Nexon,2018,2,14000,1497,1,1,21.5,5,875000,Tata
6949,Renault KWID,2017,1,35914,999,1,1,23.01,5,380000,Renault
6950,Maruti Swift,2018,1,18000,1197,1,1,20.85,5,650000,Maruti
6951,Maruti Ritz,2012,2,83004,1248,1,1,23.2,5,325000,Maruti
6952,Audi A4,2014,2,52100,1968,1,2,16.55,5,1650000,Audi
6953,Hyundai Verna,2013,1,70000,1591,1,2,17.1,5,550000,Hyundai
6954,Hyundai i10,2011,1,50000,1197,1,1,20.36,5,190000,Hyundai
6955,Maruti Wagon,2015,1,60000,998,1,2,20.51,5,300000,Maruti
6956,Maruti Swift,2015,2,75137,1248,1,1,26.59,5,475000,Maruti
6957,Ford Figo,2017,1,32700,1196,1,1,18.16,5,600000,Ford
6958,Hyundai Verna,2018,1,35000,1591,1,2,17.0,5,950000,Hyundai
6959,Maruti Swift,2018,2,29000,1248,1,1,28.4,5,720000,Maruti
6961,Hyundai i20,2018,2,50000,1396,1,1,22.54,5,750000,Hyundai
6962,Hyundai Santro,2013,5,150624,1086,1,1,13.45,5,270000,Hyundai
6963,Toyota Innova,2015,2,110000,2494,1,1,12.99,7,1285000,Toyota
6964,Maruti Alto,2014,1,35000,796,1,1,22.74,5,250000,Maruti
6965,Hyundai i20,2013,2,63786,1396,1,1,21.9,5,510000,Hyundai
6966,Tata Indigo,2011,2,228104,1396,1,1,23.03,5,200000,Tata
6967,Skoda Superb,2012,1,100000,1798,1,1,13.14,5,500000,Skoda
6969,Audi A6,2015,2,67000,1968,1,2,17.68,5,2650000,Audi
6970,Volkswagen Jetta,2012,2,55000,1896,1,1,15.0,5,825000,Volkswagen
6971,Honda Brio,2014,1,26653,1198,1,1,19.4,5,450000,Honda
6972,Honda City,2010,1,48000,1497,1,1,17.0,5,500000,Honda
6973,Tata Bolt,2017,2,150000,1248,1,1,22.95,5,475000,Tata
6974,Hyundai Santro,2019,1,10290,1086,1,2,20.3,5,470000,Hyundai
6975,Hyundai i10,2007,1,97000,1197,1,1,20.36,5,245000,Hyundai
6976,Tata Indica,2015,2,80000,1405,1,1,25.0,5,250000,Tata
6977,Maruti Swift,2017,2,110000,1248,1,1,23.4,5,550000,Maruti
6978,Audi A6,2014,2,49000,1968,1,2,17.68,5,2200000,Audi
6979,Hyundai i20,2015,2,85000,1396,1,1,22.54,5,610000,Hyundai
6980,Datsun GO,2018,1,8000,1198,1,1,19.83,7,600000,Datsun
6981,Toyota Etios,2012,2,75000,1364,1,1,23.59,5,399000,Toyota
6982,Maruti Swift,2015,2,65100,1248,1,1,25.2,5,520000,Maruti
6983,Renault KWID,2018,1,9000,999,1,2,23.01,5,445000,Renault
6984,BMW 3,2014,2,85875,1995,1,2,13.2,5,1600000,BMW
6985,Hyundai i10,2010,1,78000,1197,1,1,20.36,5,230000,Hyundai
6986,Nissan Sunny,2015,1,25000,1498,1,1,16.95,5,500000,Nissan
6987,Maruti Ciaz,2014,2,45498,1248,1,1,26.21,5,685000,Maruti
6988,Maruti Vitara,2018,2,58511,1248,1,1,24.3,5,950000,Maruti
6989,Hyundai Getz,2007,1,162245,1341,1,1,15.3,5,150000,Hyundai
6990,Maruti Wagon,2018,1,8973,998,1,1,20.51,5,500000,Maruti
6991,Ford Ecosport,2014,2,102719,1498,1,1,22.7,5,625000,Ford
6992,Toyota Fortuner,2016,2,120000,2982,1,1,12.55,7,1800000,Toyota
6994,Toyota Innova,2008,2,216000,2494,1,1,12.99,8,475000,Toyota
6995,Hyundai Venue,2019,2,25000,1493,1,1,23.7,5,1100000,Hyundai
6996,Hyundai i10,2008,1,64684,1197,1,1,20.36,5,275000,Hyundai
6997,Hyundai Verna,2010,2,88126,1493,1,1,16.8,5,295000,Hyundai
6998,Volkswagen Polo,2014,1,43000,1198,1,1,16.47,5,525000,Volkswagen
6999,Maruti Ritz,2014,2,66000,1248,1,1,23.2,5,390000,Maruti
7000,Honda City,2020,1,4386,1497,1,1,17.4,5,1250000,Honda
7001,Honda Jazz,2019,1,10597,1199,1,1,18.7,5,815000,Honda
7002,Toyota Innova,2011,2,119458,2494,1,1,12.8,7,800000,Toyota
7003,Hyundai Venue,2019,1,14000,998,1,2,18.15,5,1060000,Hyundai
7004,Hyundai i20,2013,1,38000,1197,1,1,20.35,5,485000,Hyundai
7005,Volkswagen Polo,2013,2,73000,1199,1,1,22.07,5,420000,Volkswagen
7006,Chevrolet Beat,2013,2,70000,936,1,1,25.44,5,180000,Chevrolet
7008,Toyota Etios,2015,2,66000,1364,1,1,23.59,5,490000,Toyota
7009,Toyota Platinum,2017,1,25000,1496,1,1,16.78,5,640000,Toyota
7010,Maruti Swift,2011,2,99008,1248,1,1,22.9,5,350000,Maruti
7011,Mercedes-Benz S-Class,2010,2,84000,2987,1,2,13.5,5,1899000,Mercedes-Benz
7012,Hyundai i10,2011,1,45000,1197,1,2,19.2,5,375000,Hyundai
7013,Hyundai Verna,2017,2,40667,1493,1,1,25.0,5,845000,Hyundai
7014,Mahindra XUV500,2013,2,90000,2179,1,1,15.1,7,850000,Mahindra
7015,Hyundai Grand,2018,1,21585,1197,1,2,18.9,5,535000,Hyundai
7016,Honda WR-V,2018,2,25000,1498,1,1,25.5,5,600000,Honda
7017,Maruti Zen,2007,1,50000,1061,1,1,18.2,5,100000,Maruti
7018,Honda City,2013,1,80400,1497,1,2,16.8,5,550000,Honda
7019,Honda Amaze,2015,2,69000,1498,1,1,24.7,5,460000,Honda
7020,Maruti Swift,2015,2,101000,1248,1,1,28.4,5,565000,Maruti
7021,Hyundai EON,2016,1,70000,814,1,1,21.1,5,210000,Hyundai
7022,Toyota Innova,2011,2,70000,2494,1,1,12.8,7,550000,Toyota
7023,Hyundai Grand,2018,1,20000,1197,1,1,18.9,5,625000,Hyundai
7024,Hyundai i20,2013,2,70000,1396,1,1,21.9,5,445000,Hyundai
7025,Maruti Baleno,2016,2,76000,1248,1,1,27.39,5,650000,Maruti
7026,Volkswagen Vento,2017,2,70763,1498,1,2,22.15,5,1075000,Volkswagen
7027,Maruti Swift,2012,2,60000,1248,1,1,17.8,5,395000,Maruti
7028,Hyundai i20,2015,1,65922,1197,1,1,18.6,5,530000,Hyundai
7029,BMW 3,2011,2,63500,1995,1,2,16.07,4,1150000,BMW
7030,Maruti S-Cross,2018,2,36000,1248,1,1,25.1,5,1025000,Maruti
7031,Ford Freestyle,2019,1,5600,1194,1,1,19.0,5,740000,Ford
7032,Skoda Rapid,2012,1,93000,1598,1,1,15.0,5,350000,Skoda
7034,Hyundai EON,2015,1,20000,814,1,1,21.1,5,370000,Hyundai
7035,Hyundai Creta,2016,2,62000,1582,1,2,17.01,5,1275000,Hyundai
7036,Toyota Innova,2011,2,185000,2494,1,1,12.8,8,780000,Toyota
7037,Maruti Eeco,2016,1,55000,1196,1,1,15.37,5,355000,Maruti
7038,Mercedes-Benz E-Class,2014,2,72279,2143,1,2,14.21,5,2150000,Mercedes-Benz
7039,Datsun RediGO,2018,1,40000,999,1,1,22.5,5,350000,Datsun
7040,Toyota Etios,2016,2,160000,1364,1,1,23.59,5,520000,Toyota
7041,Hyundai i20,2018,1,20600,1197,1,1,18.6,5,585000,Hyundai
7042,Hyundai i20,2017,1,24000,1197,1,1,18.6,5,725000,Hyundai
7043,Hyundai Xcent,2014,2,48000,1120,1,1,24.4,5,515000,Hyundai
7044,Tata Indica,2010,2,200000,1396,1,1,17.2,5,100000,Tata
7046,Ford Ecosport,2015,2,73389,1498,1,1,22.7,5,690000,Ford
7047,Honda City,2016,2,50000,1498,1,1,26.0,5,850000,Honda
7048,Maruti Swift,2014,2,74100,1248,1,1,25.2,5,451000,Maruti
7050,Tata Tiago,2019,1,5000,1199,1,2,23.84,5,590000,Tata
7051,Maruti Swift,2015,3,80000,1197,1,1,19.0,5,390000,Maruti
7053,Skoda Rapid,2015,2,77000,1498,1,1,21.14,5,680000,Skoda
7054,Maruti Alto,2010,1,49650,796,1,1,19.7,5,210000,Maruti
7055,Honda City,2017,1,37000,1497,1,1,17.8,5,950000,Honda
7056,Mahindra XUV500,2019,2,46241,2179,1,1,16.0,7,1575000,Mahindra
7057,Skoda Superb,2014,2,83300,1968,1,2,17.2,5,1250000,Skoda
7058,Hyundai Creta,2016,2,88000,1582,1,2,17.01,5,1245000,Hyundai
7059,Hyundai i10,2011,1,78000,1197,1,2,16.95,5,365000,Hyundai
7060,Maruti Alto,2016,1,52000,796,1,1,22.74,5,225000,Maruti
7061,Maruti Swift,2015,1,62000,1197,1,1,20.85,5,595000,Maruti
7062,Hyundai Grand,2014,1,31000,1197,1,1,18.9,5,450000,Hyundai
7063,Maruti Omni,2011,1,120000,1477,1,1,19.7,5,140000,Maruti
7064,Hyundai Grand,2017,1,28000,1197,1,1,18.9,5,511000,Hyundai
7065,Maruti Alto,2018,1,15000,796,1,1,24.7,5,310000,Maruti
7066,Maruti Alto,2016,1,70000,796,1,1,22.74,5,250000,Maruti
7067,Hyundai i10,2013,1,120000,1197,1,1,20.36,5,330000,Hyundai
7068,Renault Duster,2016,2,75100,1461,1,2,19.6,5,730000,Renault
7069,Volkswagen Polo,2017,1,47000,1197,1,2,17.21,5,700000,Volkswagen
7070,Nissan Micra,2015,1,48000,1198,1,1,19.49,5,350000,Nissan
7071,Ford Figo,2010,2,64857,1399,1,1,20.0,5,155000,Ford
7072,Ford Aspire,2016,1,40000,1196,1,1,18.16,5,500000,Ford
7073,Hyundai i10,2009,1,59740,1197,1,1,20.36,5,230000,Hyundai
7074,Hyundai Accent,2009,1,90000,1495,1,1,16.36,5,150000,Hyundai
7075,Toyota Innova,2018,2,135000,2755,1,2,11.36,8,1800000,Toyota
7076,Mahindra Xylo,2012,2,80000,2498,1,1,14.0,8,285000,Mahindra
7077,Volkswagen Polo,2016,2,75815,1498,1,1,20.14,5,590000,Volkswagen
7078,Maruti Swift,2012,2,72000,1248,1,1,28.4,5,360000,Maruti
7079,Tata Nexon,2018,2,90000,1497,1,1,21.5,5,850000,Tata
7080,Hyundai Verna,2018,2,40000,1582,1,1,22.0,5,975000,Hyundai
7081,Maruti Celerio,2015,1,19010,998,1,1,23.1,5,431000,Maruti
7082,Mahindra XUV500,2013,2,100000,2179,1,1,15.1,7,700000,Mahindra
7083,Volkswagen Jetta,2013,2,90327,1968,1,1,19.33,5,795000,Volkswagen
7084,Hyundai Grand,2018,2,31834,1186,1,1,24.0,5,598000,Hyundai
7085,Chevrolet Tavera,2012,2,82358,2499,1,1,14.8,10,190000,Chevrolet
7086,Chevrolet Sail,2013,1,25000,1199,1,1,18.2,5,250000,Chevrolet
7087,Maruti Celerio,2017,1,32388,998,1,2,21.63,5,470000,Maruti
7088,Hyundai Xcent,2019,2,60000,1186,1,1,25.4,5,700000,Hyundai
7089,Renault KWID,2016,1,50000,799,1,1,25.17,5,252000,Renault
7090,Hyundai Verna,2008,2,110000,1493,1,1,18.1,5,230000,Hyundai
7091,Kia Seltos,2019,1,5400,1353,1,2,16.8,5,1790000,Kia
7092,Ford Figo,2013,2,120000,1399,1,1,20.0,5,250000,Ford
7093,Maruti Vitara,2016,2,110000,1248,1,1,24.3,5,800000,Maruti
7094,Mahindra KUV100,2017,2,15000,1198,1,1,25.32,5,570000,Mahindra
7095,Hyundai i20,2015,2,75000,1396,1,1,23.0,5,520000,Hyundai
7096,Datsun RediGO,2020,1,1001,999,1,2,23.0,5,425000,Datsun
7097,Maruti Ciaz,2017,2,52000,1248,1,1,28.09,5,725000,Maruti
7098,Hyundai Creta,2017,1,66000,1591,1,2,13.0,5,1199000,Hyundai
7099,Hyundai Grand,2015,2,78389,1120,1,1,24.0,5,540000,Hyundai
7101,Hyundai i20,2015,2,64000,1396,1,1,22.54,5,660000,Hyundai
7102,Hyundai i20,2019,1,20000,1197,1,1,18.6,5,630000,Hyundai
7103,Toyota Etios,2014,2,54892,1364,1,1,23.59,5,430000,Toyota
7104,Maruti Swift,2020,2,22200,1248,1,2,28.4,5,790000,Maruti
7106,Honda Jazz,2015,2,82000,1498,1,1,27.3,5,475000,Honda
7107,Honda Amaze,2019,1,8345,1199,1,2,19.0,5,750000,Honda
7108,Maruti Ritz,2011,2,45000,1248,1,1,23.2,5,311000,Maruti
7109,Maruti Ritz,2016,2,75000,1248,1,1,23.2,5,385000,Maruti
7110,Maruti Swift,2013,2,54000,1248,1,1,22.9,5,450000,Maruti
7111,Hyundai Grand,2017,1,37903,1197,1,1,18.9,5,643000,Hyundai
7112,Maruti Celerio,2015,1,71500,998,1,1,23.1,5,295000,Maruti
7113,Maruti Swift,2015,2,72000,1248,1,1,26.59,5,695000,Maruti
7114,Hyundai Grand,2016,2,5000,1120,1,1,24.0,5,535000,Hyundai
7115,Hyundai EON,2017,1,30000,998,1,1,20.3,5,320000,Hyundai
7116,Renault Duster,2013,2,80000,1461,1,1,19.87,5,450000,Renault
7117,Volkswagen Polo,2013,2,83500,1598,1,1,15.11,5,465000,Volkswagen
7118,Hyundai i20,2013,2,30000,1396,1,1,21.9,5,400000,Hyundai
7119,Maruti Ritz,2011,2,80000,1248,1,1,21.1,5,310000,Maruti
7121,Honda BRV,2019,2,26473,1498,1,1,21.9,7,970000,Honda
7122,Mahindra Thar,2012,2,15000,2523,1,1,18.06,7,153000,Mahindra
7123,Hyundai Grand,2016,1,21689,1197,1,2,18.9,5,600000,Hyundai
7124,Maruti Swift,2018,1,13300,1197,1,1,22.0,5,650000,Maruti
7125,Tata Tiago,2019,1,20000,1199,1,2,23.84,5,540000,Tata
7127,Hyundai i10,2008,1,50000,1197,1,1,20.36,5,175000,Hyundai
7128,Hyundai Xcent,2018,1,37000,1197,1,2,19.1,5,599000,Hyundai
7129,Hyundai i20,2015,2,72000,1396,1,1,22.54,5,625000,Hyundai
7130,Honda City,2019,1,20000,1497,1,1,17.4,5,1075000,Honda
7131,Hyundai i10,2010,1,48216,1197,1,1,20.36,5,350000,Hyundai
7132,Hyundai Verna,2015,2,115958,1582,1,1,22.32,5,550000,Hyundai
7133,Hyundai i10,2012,1,36000,1086,1,1,19.81,5,215000,Hyundai
7134,Hyundai i20,2019,1,6258,1197,1,2,17.4,5,775000,Hyundai
7135,Ford Figo,2015,2,120000,1399,1,1,20.0,5,360000,Ford
7136,Volkswagen Polo,2017,2,25000,1498,1,1,20.14,5,750000,Volkswagen
7137,Renault Duster,2017,2,80000,1461,1,1,19.87,5,730000,Renault
7138,Hyundai i20,2013,2,62000,1396,1,1,21.9,5,435000,Hyundai
7139,Mahindra XUV500,2012,2,138489,2179,1,1,15.1,7,500000,Mahindra
7140,Maruti Swift,2017,1,21000,1197,1,1,20.4,5,495000,Maruti
7141,Mahindra KUV,2016,2,30000,1198,1,1,25.32,6,350000,Mahindra
7142,Maruti Swift,2008,2,85000,1248,1,1,17.8,5,275000,Maruti
7143,Mahindra Bolero,2009,2,15000,2523,1,1,13.6,7,350000,Mahindra
7144,Maruti Alto,2014,1,80000,998,1,1,23.95,5,270000,Maruti
7145,Maruti Vitara,2017,2,64500,1248,1,1,24.3,5,850000,Maruti
7146,Hyundai i10,2010,1,171289,1197,1,1,20.36,5,230000,Hyundai
7147,Mahindra XUV500,2014,2,110000,2179,1,1,15.1,7,750000,Mahindra
7148,Maruti Baleno,2016,1,23243,1197,1,1,21.4,5,687000,Maruti
7149,Hyundai i10,2010,1,69000,1197,1,1,20.36,5,300000,Hyundai
7150,Honda City,2018,1,8600,1497,1,1,17.4,5,970000,Honda
7151,Maruti Ciaz,2015,2,30000,1248,1,1,28.09,5,750000,Maruti
7152,Hyundai i10,2009,1,56700,1197,1,1,20.36,5,245000,Hyundai
7153,Renault KWID,2018,1,8000,999,1,2,24.04,5,430000,Renault
7154,Mercedes-Benz GLA,2014,2,65000,2143,1,2,17.9,5,1700000,Mercedes-Benz
7155,Maruti Swift,2018,2,18000,1248,1,2,28.4,5,775000,Maruti
7156,Maruti SX4,2012,2,49508,1248,1,1,21.5,5,421000,Maruti
7157,Hyundai i20,2019,1,9000,1197,1,1,17.19,5,675000,Hyundai
7158,Hyundai Grand,2016,2,64300,1120,1,1,24.0,5,425000,Hyundai
7159,Tata Manza,2012,2,70000,1248,1,1,21.12,5,375000,Tata
7160,Maruti Swift,2015,2,68297,1248,1,1,25.2,5,650000,Maruti
7161,Honda City,2018,1,25000,1497,1,1,17.4,5,1050000,Honda
7162,Hyundai Santro,2008,1,60859,1086,1,1,17.0,5,225000,Hyundai
7163,Hyundai Verna,2011,1,41600,1599,1,1,16.2,5,459000,Hyundai
7165,Maruti Swift,2019,1,14000,1197,1,2,21.21,5,690000,Maruti
7166,Hyundai Xcent,2018,2,55000,1186,1,1,25.4,5,650000,Hyundai
7167,Tata Harrier,2019,2,20000,1956,1,1,17.0,5,1500000,Tata
7168,Toyota Innova,2017,2,14000,2393,1,2,13.68,7,2200000,Toyota
7169,Maruti Alto,2017,1,35000,796,1,1,24.7,5,290000,Maruti
7170,Volvo S60,2012,2,95000,2400,1,2,13.2,5,1275000,Volvo
7171,Maruti Wagon,2015,1,62400,998,1,1,18.9,5,370000,Maruti
7172,Hyundai i10,2009,1,39054,1086,1,1,19.81,5,250000,Hyundai
7173,Maruti Alto,2017,1,21444,796,1,1,24.7,5,311000,Maruti
7174,Jeep Compass,2018,2,42000,1956,1,1,17.1,5,1700000,Jeep
7175,Mahindra XUV500,2014,2,65436,2179,1,1,15.1,7,900000,Mahindra
7176,Mahindra Scorpio,2007,2,76600,2179,1,1,10.5,7,375000,Mahindra
7177,Maruti Swift,2012,2,140000,1248,1,1,22.9,5,340000,Maruti
7178,Toyota Innova,2008,2,132838,2494,1,1,12.8,8,400000,Toyota
7180,Maruti Swift,2014,2,50000,1248,1,1,23.4,5,490000,Maruti
7181,Maruti Wagon,2017,1,14000,1197,1,1,21.5,5,445000,Maruti
7182,Maruti A,2009,1,106742,998,1,1,19.0,5,229000,Maruti
7183,Honda WR-V,2017,1,20000,1199,1,1,17.5,5,850000,Honda
7184,Maruti Ritz,2012,2,80000,1248,1,1,21.1,5,385000,Maruti
7185,Hyundai EON,2017,1,39667,814,1,1,21.1,5,320000,Hyundai
7186,Mahindra TUV,2018,2,31809,1493,1,1,18.49,7,860000,Mahindra
7187,Hyundai Santro,2020,1,1780,1086,1,1,20.3,5,520000,Hyundai
7188,Maruti Swift,2012,2,123000,1248,1,1,22.9,5,475000,Maruti
7189,Hyundai i10,2016,1,38156,1086,1,1,19.81,5,463000,Hyundai
7190,Renault KWID,2017,1,10000,999,1,1,23.01,5,400000,Renault
7191,Hyundai i10,2015,1,21000,1197,1,1,20.36,5,365000,Hyundai
7192,Maruti Swift,2013,2,67379,1248,1,1,22.9,5,380000,Maruti
7193,Hyundai Santro,2009,1,50000,1477,1,1,0.0,5,185000,Hyundai
7194,Honda Amaze,2018,1,11000,1198,1,1,17.8,5,690000,Honda
7195,Chevrolet Beat,2010,1,70000,1199,1,1,18.6,5,250000,Chevrolet
7196,Hyundai Grand,2017,1,24000,1197,1,2,18.9,5,499000,Hyundai
7197,Honda Brio,2013,1,79002,1198,1,1,19.4,5,250000,Honda
7198,Hyundai i20,2016,1,73575,1197,1,1,18.6,5,450000,Hyundai
7199,Maruti Ertiga,2018,1,40000,1373,1,1,17.5,7,650000,Maruti
7200,Honda WR-V,2018,1,19000,1199,1,1,17.5,5,835000,Honda
7201,Honda City,2018,1,25000,1497,1,2,18.0,5,940000,Honda
7202,Hyundai Grand,2015,2,80000,1120,1,1,24.0,5,520000,Hyundai
7203,Mahindra Bolero,2013,2,59000,2523,1,1,15.96,7,651000,Mahindra
7204,Nissan X-Trail,2011,2,110000,1995,1,1,14.42,5,1100000,Nissan
7205,Mahindra XUV500,2014,2,150000,2179,1,1,15.1,7,725000,Mahindra
7206,Skoda Rapid,2017,1,10000,1598,1,2,14.3,5,1120000,Skoda
7207,Maruti Baleno,2016,2,72000,1248,1,1,27.39,5,675000,Maruti
7208,Audi Q3,2017,2,100000,1968,1,2,15.73,5,2500000,Audi
7209,Tata Bolt,2016,2,130000,1248,1,1,22.95,5,380000,Tata
7210,Skoda Superb,2011,2,75000,1968,1,2,17.2,5,725000,Skoda
7211,Hyundai i20,2014,2,75000,1396,1,1,22.54,5,530000,Hyundai
7212,Toyota Innova,2008,2,185000,2494,1,1,12.8,7,710000,Toyota
7213,Hyundai i20,2012,2,72200,1396,1,1,21.9,5,465000,Hyundai
7214,Tata Indica,2010,2,57000,1405,1,1,17.0,5,142000,Tata
7215,Mahindra XUV500,2015,2,70000,2179,1,1,15.1,7,800000,Mahindra
7216,Hyundai i20,2015,1,18745,1197,1,1,18.6,5,535000,Hyundai
7217,Ford Ecosport,2017,2,120000,1498,1,1,22.77,5,680000,Ford
7218,Nissan Micra,2014,1,32599,1198,1,1,19.69,5,345000,Nissan
7219,Maruti Wagon,2015,1,20365,998,1,2,20.51,5,400000,Maruti
7220,Honda Amaze,2019,1,20000,1199,1,1,19.5,5,615000,Honda
7221,Honda Amaze,2014,2,36001,1498,1,1,25.8,5,485000,Honda
7222,Honda WR-V,2018,2,25000,1498,1,1,25.5,5,900000,Honda
7223,Mahindra Bolero,2019,2,67000,2523,1,1,0.0,2,700000,Mahindra
7224,Ford Ecosport,2017,1,45400,999,1,1,18.88,5,700000,Ford
7225,Mahindra XUV500,2010,2,94000,2179,1,1,16.0,7,695000,Mahindra
7226,Audi A4,2015,2,84000,1968,1,2,18.25,5,1950000,Audi
7227,BMW 5,2012,2,85000,1995,1,2,18.48,5,1525000,BMW
7228,Honda City,2016,1,65000,1497,1,1,17.8,5,700000,Honda
7229,Skoda Laura,2011,2,72001,1968,1,2,20.0,5,450000,Skoda
7230,Maruti Swift,2012,2,153000,1248,1,1,23.4,5,380000,Maruti
7231,Mahindra Scorpio,2019,2,40000,2179,1,1,16.36,7,1200000,Mahindra
7232,Mahindra Scorpio,2016,2,48000,1997,1,1,15.4,7,990000,Mahindra
7233,Maruti Swift,2012,2,40000,1248,1,1,22.9,5,400000,Maruti
7234,Hyundai Grand,2016,1,100000,1197,1,1,18.9,5,430000,Hyundai
7235,Ford Aspire,2017,2,24000,1498,1,1,25.83,5,690000,Ford
7236,Hyundai Grand,2014,1,15408,1197,1,1,18.9,5,470000,Hyundai
7237,Maruti Esteem,2007,3,55319,1298,1,1,15.9,5,135000,Maruti
7238,Honda Jazz,2015,1,39800,1199,1,1,18.7,5,585000,Honda
7239,Datsun RediGO,2017,1,45138,999,1,1,22.5,5,322000,Datsun
7240,Toyota Fortuner,2018,2,60000,2755,1,1,14.24,7,2700000,Toyota
7241,Hyundai Creta,2017,2,63000,1396,1,1,21.38,5,1100000,Hyundai
7242,Jaguar XE,2017,2,91795,1999,1,2,13.5,5,2950000,Jaguar
7243,Maruti Swift,2013,1,56000,1197,1,1,19.1,5,430000,Maruti
7244,Chevrolet Beat,2011,1,120000,1199,1,1,18.6,5,130000,Chevrolet
7245,Hyundai Grand,2017,1,19000,1197,1,1,18.9,5,560000,Hyundai
7246,Maruti Swift,2014,2,85000,1248,1,1,23.4,5,595000,Maruti
7247,Maruti Swift,2018,2,50000,1248,1,2,28.4,5,793000,Maruti
7248,Hyundai i20,2019,2,40000,1396,1,1,22.54,5,725000,Hyundai
